MX,ACAPULCO,MACA , 16.83000, -99.92000,    3
MX,IXTEPEC,MIZT , 16.54000, -95.17000,   61
MX,ARRIAGA,MARR , 16.23000, -93.90000,   64
MX,TAPACHULA,MTAP , 14.93000, -92.25000,  102
UK,BERMUDA,TXKF , 32.36667, -64.68333,    6
BA,NASSAU,MYNN , 25.05000, -77.46667,    2
CU,GUANTANAMO BAY,MUGM , 19.90000, -75.15000,   32
CAYMAN IS,GRAND CAYMAN,MKCG , 19.30000, -81.35000,    2
JAMAICA,KINGSTON,MKJP , 17.93333, -76.78333,    3
DR,SANTO DOMINGO,MDSD , 18.48333, -69.91667,   14
PR,SAN JUAN,TJSJ , 18.43083, -65.99167,    3
BELIZE,BELIZE CITY,MZBZ , 17.50000, -88.33333,    5
PM,HOWARD AFB,MPHO ,  8.92000, -79.60000,    5
PANAMA,ALBROOK,MABK ,  8.96700, -79.55000,    9
SM,ST. MAARTEN,MACM , 18.05000, -63.11667,    9
GUADELOUPE,LE RAISET,TFFR , 16.26700, -61.53300,   11
BR,BARBADOS,MKPB , 13.06667, -59.50000,   57
TD,TRINIDAD,MKPP , 10.58333, -61.35000,   12
NA,CURACAO,MACC , 12.20000, -68.96667,   62
IS,SAN ANDRES ISLAND,MCSP , 12.58333, -81.71667,    6
COLOMBIA,RIOHACHA,SKRH , 11.53300, -72.93300,    4
FRENCH GUIANA,CAYENNE,SOCA ,  4.83300, -52.36700,    9
MQ,MIDWAY ISLAND (NAVY),PMDY , 28.21700,-177.35000,    3
HI,LIHUE,PHLI , 21.98333,-159.35000,   32
GU,GUAM,PGUM , 13.47889, 144.79750,   90
GU,GUAM/TAGUAC,PGAC , 13.55000, 144.83300,  111
GU,GUAM/ANDERSON AFB,PGUA , 13.56700, 144.93300,  157
WQ,WAKE ISLAND,PWAK , 19.28333, 166.65000,    5
RM,ENIWETOK,PKMA , 11.35000, 162.35000,   11
JQ,JOHNSTON IS. (USWB),PJON , 16.73300,-169.51000,    3
HI,HILO,PHTO , 19.71667,-155.06667,   10
EAST CAROLINE IS,CHUUK,PTKK ,  7.45528, 151.83639,    3
EAST CAROLINE IS,PONAPE,PTPN ,  6.96667, 158.21667,   39
MH,KWAJALEIN ATOLL,PKWA ,  8.73333, 167.73333,    8
MARSHALL ISLANDS,MAJURO,PMKJ ,  7.08694, 171.38750,    3
PALAU ISLANDS,KOROR,PTRO ,  7.33333, 134.48333,   30
WEST CAROLINE IS,YAP,PTYA ,  9.48333, 138.08333,   14
BP,HONIARA,AGGH , -9.43300, 160.05000,   56
NH,VILA (EFATE),NHHH ,-17.75000, 168.31700,   20
NC,NOUMEA,NWWN ,-22.26000, 166.45000,   69
KR,TARAWA,NGTA ,  1.35000, 172.91700,    4
TV,FUNAFUTI,NGFU , -8.52000, 179.22000,    2
FJ,NANDI,NFFN ,-17.75000, 177.45000,   19
KR,CANTON IS (JOPHAM ARPT),PCIS , -2.71000,-171.76000,    3
AMERICAN SAMOA,PAGO PAGO,NSTU ,-14.33333,-170.71667,    5
CW,RAROTONGA,NCRG ,-21.20000,-159.81000,    7
FP,ATUONA,NTMN , -9.81700,-139.01000,   52
FP,PAPEETE/TAHITI,NTTT ,-17.55000,-149.61000,    2
FP,HAO,NTTO ,-18.06000,-140.95000,    3
FP,RIKITEA,91948,-23.13000,-134.96000,   89
FP,RAPA,91958,-27.61000,-144.33000,    2
NZ,RAOUL IS/KERMADEC,NZRN ,-29.25000,-177.91000,   36
PP,LAE,AYLA , -6.73300, 147.00000,    8
PP,PORT MORESBY,AYPY , -9.43300, 147.21700,   28
AU,DARWIN AIRPORT,YPDN ,-12.43000, 130.86700,   32
AU,BROOME M.O.,YPBR ,-17.95000, 122.21700,    9
AU,HALLS CREEK,AHHC ,-18.23000, 127.66700,  407
AU,TENNANT CREEK,YDTC ,-19.63000, 134.18300,  374
AU,CAIRNS M.O.,YBCS ,-16.58000, 145.73300,    2
AU,TOWNSVILLE,YBTL ,-19.25000, 146.76700,    5
AU,WILLIS ISLAND,94299,-16.30000, 149.98300,    6
AU,ALICE SPRINGS,YBAS ,-23.80000, 133.88300,  546
AU,MT ISA ARPT,YBMA ,-20.66000, 139.48300,  344
AU,CLONCURRY,94335,-20.66000, 140.50000,  189
AU,LONGREACH M.O.,YBLR ,-23.43000, 144.25000,  193
AU,MACKAY M.O.,YBMK ,-21.11000, 149.16700,   31
AU,GLADSTONE,YBGL ,-23.85000, 151.26700,   77
AU,GILES,94461,-25.03000, 128.30000,  600
AU,CHARLEVILLE,YBCV ,-26.41000, 146.26700,  305
AU,MOREE,94527,-29.46000, 149.85000,  212
AU,BRISBANE AIRPORT,YBBN ,-27.43000, 153.08300,    5
AU,KALGOORLIE,YPKG ,-30.78000, 121.46700,  360
AU,ESPERANCE M.O.,94638,-33.81000, 121.88300,   25
AU,FORREST,YPFT ,-30.83000, 128.10000,  156
AU,CEDUNA,YPCD ,-32.13000, 133.70000,   19
AU,WOOMERA,YPWR ,-31.15000, 136.80000,  169
AU,ADELAIDE ARPT,YPAD ,-34.95000, 138.53300,    6
AU,MILDURA,YMMI ,-34.23000, 142.08300,   50
AU,COBAR M.O.,94711,-31.48000, 145.83300,  244
AU,NOWRA,YSNW ,-34.95000, 150.55000,  119
AU,SYDNEY ARPT,YSSY ,-33.95000, 151.18300,    3
AU,WILLIAMTOWN AERODROME,YSWM ,-32.78000, 151.81600,    8
AU,COFFS HARBOUR ARPT,YSCH ,-30.31000, 153.11700,    5
AU,LORD HOWE ISLAND,ASLH ,-31.53000, 159.06700,   48
AU,NORFOLK ISLAND ARPT,YSNF ,-29.03000, 167.93300,  109
RP,CLARK AFB,RPMK , 15.16700, 120.56700,  178
JP,SHIP C7T/TANGO,99025, 29.00000, 135.00000,    0
US,PACIFIC V,99027, 34.00000, 164.00000,    0
