MEM = MEAN
TIME = 160212/0000
STID = OUN SLAT = 35.25 SLON = -97.47 MALT = 384.304

PRES, HGHT, TEMP, DEWP, WDIR, WSPD, OMGA
624.906,4049.55,-4.19567,-22.4265,27.1863,-20.1847,-999.0
579.869,4634.62,-8.21243,-19.8708,29.2782,-23.7037,-999.0
536.908,5227.37,-12.3139,-20.4734,30.4395,-26.3654,-999.0
496.562,5819.05,-16.7727,-25.4879,30.6032,-31.0167,-999.0
458.719,6409.0,-21.1882,-36.4653,28.6186,-41.1306,-999.0
423.238,6997.19,-25.961,-38.197,27.4213,-51.4275,-999.0
389.984,7583.33,-30.9807,-37.701,29.5692,-55.2628,-999.0
358.854,8166.9,-36.1266,-39.791,31.8778,-56.4613,-999.0
329.73,8747.75,-41.363,-43.8101,33.2061,-58.0245,-999.0
302.502,9325.72,-46.7873,-49.6693,33.5922,-58.7365,-999.0
277.076,9900.9,-51.9213,-55.4152,34.9445,-57.9466,-999.0
253.359,10475.5,-55.7023,-62.0267,38.9393,-59.5762,-999.0
231.257,11053.7,-57.8663,-66.7402,39.9678,-54.7133,-999.0
210.676,11639.3,-59.299,-69.4241,40.9284,-42.8143,-999.0
191.531,12236.4,-58.8556,-72.7495,48.5537,-34.2622,-999.0
173.745,12850.0,-57.4514,-77.1102,51.8641,-34.0363,-999.0
157.243,13481.0,-57.0607,-80.4479,54.4436,-35.7339,-999.0
141.949,14127.3,-57.8802,-80.4479,52.7106,-31.4474,-999.0
127.794,14786.3,-59.9512,-80.4479,47.7225,-21.9143,-999.0
114.713,15457.0,-62.1244,-80.4479,50.4846,-16.591,-999.0
102.637,16143.5,-62.7317,-80.4479,49.5612,-9.53737,-999.0
91.5082,16849.2,-63.6872,-80.4479,47.6154,-3.37711,-999.0
81.2724,17576.8,-63.7899,-80.4479,38.7336,-9.74429,-999.0
71.8734,18333.0,-62.4853,-80.4479,27.0055,-13.5288,-999.0
63.26,19125.9,-59.8384,-80.4479,20.6302,-15.8624,-999.0
54.5722,20060.9,-58.0897,-80.4479,15.5362,-15.0345,-999.0


MEM = mem008
TIME = 160212/0300
STID = OUN SLAT = 35.25 SLON = -97.47 MALT = 384.059

PRES, HGHT, TEMP, DEWP, WDIR, WSPD, OMGA
976.288,384.059,10.1396,0.692453,-2.94322,2.72088,-999.0
968.572,450.035,11.0476,-0.213677,-4.51728,3.72447,-999.0
958.313,538.858,10.8002,-0.560336,-1.8823,4.06871,-999.0
945.258,652.889,10.1775,-0.696238,1.70456,4.18403,-999.0
929.169,795.772,10.4048,-3.00241,5.23461,4.17757,-999.0
909.664,972.752,11.9346,-8.48974,10.0848,3.05878,-999.0
886.365,1189.86,12.1653,-9.52485,12.2203,-0.238793,-999.0
858.898,1453.09,11.6662,-11.2808,15.206,-5.03612,-999.0
827.317,1765.09,9.96835,-13.233,16.5322,-11.2849,-999.0
792.053,2125.44,7.89925,-16.0007,18.8655,-16.1068,-999.0
753.575,2534.05,5.46385,-18.7904,21.0625,-17.0561,-999.0
712.385,2990.87,2.60516,-20.669,22.6299,-17.2448,-999.0
669.005,3495.74,-0.754848,-21.9187,24.8724,-19.1489,-999.0
623.973,4048.62,-4.42705,-19.0629,27.4253,-22.2253,-999.0
578.992,4633.55,-8.36275,-17.709,29.0252,-24.4029,-999.0
536.094,5226.0,-12.5009,-21.4049,30.0217,-26.9146,-999.0
495.823,5817.31,-16.7103,-29.8852,29.8836,-32.7116,-999.0
458.048,6407.02,-21.2899,-37.0106,28.2177,-40.0114,-999.0
422.624,6995.02,-25.9803,-38.606,27.3005,-46.9089,-999.0
389.426,7581.17,-30.8663,-40.0658,29.0449,-51.2003,-999.0
358.345,8164.83,-36.0434,-43.3933,31.0691,-54.3777,-999.0
329.27,8745.6,-41.379,-48.0415,32.0629,-57.5143,-999.0
302.087,9323.65,-46.5924,-53.789,33.8918,-57.0845,-999.0
276.703,9899.56,-51.4407,-59.2224,38.0439,-56.1864,-999.0
253.025,10474.9,-55.4844,-63.62,41.5999,-59.559,-999.0
230.958,11053.1,-58.0534,-67.0983,41.6194,-59.3041,-999.0
210.41,11638.8,-58.9022,-69.6092,41.5741,-48.8641,-999.0
191.296,12237.0,-58.398,-72.2718,47.1348,-37.5641,-999.0
173.539,12851.8,-56.9128,-76.2724,51.9994,-35.1158,-999.0
157.063,13484.7,-56.112,-80.4479,53.9607,-32.3044,-999.0
141.794,14133.2,-57.1576,-80.4479,53.5933,-26.5942,-999.0
127.663,14793.7,-59.485,-80.4479,52.9146,-18.9062,-999.0
114.604,15465.8,-61.5003,-80.4479,55.0179,-14.8347,-999.0
102.549,16153.4,-62.4534,-80.4479,54.706,-9.65757,-999.0
91.4396,16859.3,-63.5182,-80.4479,52.8356,-7.21038,-999.0
81.2216,17586.2,-63.9855,-80.4479,42.39,-14.2552,-999.0
71.8383,18339.7,-63.3314,-80.4479,28.3238,-18.6022,-999.0
63.2391,19126.8,-61.6165,-80.4479,19.9419,-19.5867,-999.0
54.5651,20055.9,-58.6168,-80.4479,13.3332,-16.5488,-999.0


MEM = mem008
TIME = 160212/0400
STID = OUN SLAT = 35.25 SLON = -97.47 MALT = 383.969

PRES, HGHT, TEMP, DEWP, WDIR, WSPD, OMGA
975.568,383.969,9.19819,1.12901,-2.62897,2.63066,-999.0
967.865,449.78,10.5202,-0.0945041,-4.51562,4.73872,-999.0
957.617,538.473,10.5201,-0.407842,-1.69225,5.31376,-999.0
944.59,652.464,10.3073,-0.814597,2.38376,4.81515,-999.0
928.508,795.489,10.9989,-3.78321,7.44676,3.91697,-999.0
909.021,972.678,12.21,-8.34484,11.8435,1.1192,-999.0
885.738,1189.89,12.3041,-9.88721,13.6881,-3.65085,-999.0
858.303,1453.05,11.5957,-12.3587,14.6986,-9.73243,-999.0
826.756,1764.79,9.80212,-13.9111,15.4147,-14.4919,-999.0
791.52,2124.79,7.65325,-15.4867,16.3804,-17.9764,-999.0
753.072,2532.87,5.06422,-18.1235,18.7956,-19.2906,-999.0
711.919,2988.91,2.21528,-21.9996,22.7909,-19.7786,-999.0
668.571,3493.25,-0.922129,-18.5448,25.6714,-21.1155,-999.0
623.558,4046.15,-4.50469,-15.1381,27.5863,-23.1121,-999.0
578.604,4631.19,-8.26659,-18.1115,29.8854,-24.5856,-999.0
535.752,5223.8,-12.1614,-24.693,31.4151,-26.9713,-999.0
495.522,5815.42,-16.4967,-30.4335,31.2723,-31.4441,-999.0
457.774,6405.48,-21.0965,-33.4362,30.4727,-37.0047,-999.0
422.376,6993.85,-25.8024,-35.9302,30.9738,-41.2791,-999.0
389.2,7580.31,-30.6812,-39.8575,32.4714,-45.7123,-999.0
358.144,8164.21,-35.8604,-45.4695,31.9795,-51.2025,-999.0
329.092,8745.21,-41.178,-52.3324,30.5542,-54.7765,-999.0
301.928,9323.44,-46.4517,-56.9562,31.5928,-55.797,-999.0
276.561,9899.24,-51.4885,-59.5747,36.3067,-55.2306,-999.0
252.898,10473.4,-56.1656,-62.5977,41.5173,-56.3401,-999.0
230.845,11048.7,-59.3361,-66.6148,43.2163,-57.5265,-999.0
210.308,11630.7,-60.1727,-69.8578,42.4547,-50.7014,-999.0
191.206,12225.4,-59.4262,-72.0935,48.2736,-38.0271,-999.0
173.457,12837.3,-57.7738,-75.3717,55.0863,-31.508,-999.0
156.991,13467.9,-56.63,-79.3054,57.4003,-29.0581,-999.0
141.732,14115.2,-57.2497,-80.4479,56.7348,-25.5332,-999.0
127.609,14775.7,-59.2254,-80.4479,55.8572,-20.7704,-999.0
114.558,15448.8,-60.911,-80.4479,54.7547,-17.818,-999.0
102.51,16139.1,-61.1596,-80.4479,52.5874,-15.0856,-999.0
91.4077,16851.2,-60.9474,-80.4479,48.4717,-14.265,-999.0
81.1962,17587.7,-60.7853,-80.4479,37.732,-17.4726,-999.0
71.8196,18351.6,-60.5122,-80.4479,27.365,-17.8327,-999.0
63.2271,19147.6,-59.3397,-80.4479,21.8732,-12.4554,-999.0
54.5607,20081.7,-58.0765,-80.4479,16.5928,-6.89974,-999.0


MEM = mem008
TIME = 160212/0500
STID = OUN SLAT = 35.25 SLON = -97.47 MALT = 383.919

PRES, HGHT, TEMP, DEWP, WDIR, WSPD, OMGA
978.021,383.919,8.67538,1.00538,-1.77035,-0.127519,-999.0
970.296,449.62,10.0433,0.0548988,-3.35566,2.76333,-999.0
960.005,538.232,10.3476,-0.282049,-1.52884,3.44111,-999.0
946.948,652.204,10.2536,-0.498927,2.67134,2.64888,-999.0
930.824,795.251,10.9911,-3.31508,8.46777,0.871868,-999.0
911.289,972.418,12.0356,-8.08415,12.7321,-3.39219,-999.0
887.947,1189.63,12.4191,-10.5688,13.5221,-9.37068,-999.0
860.44,1452.76,11.4013,-11.858,13.0181,-14.3812,-999.0
828.804,1764.28,9.48572,-13.5175,12.0439,-18.0399,-999.0
793.477,2123.76,7.06622,-15.2057,14.1143,-20.8696,-999.0
754.927,2530.87,4.24904,-18.3305,18.7481,-21.3166,-999.0
713.666,2985.8,1.54193,-20.5566,22.815,-21.6222,-999.0
670.193,3489.63,-1.16263,-15.2472,25.9182,-23.2969,-999.0
625.05,4042.7,-4.42263,-14.6727,29.0419,-26.1066,-999.0
579.978,4628.32,-7.94149,-18.6765,31.6866,-27.869,-999.0
537.018,5221.73,-11.9005,-23.9305,32.4829,-29.0567,-999.0
496.677,5814.15,-16.2854,-28.0246,32.7417,-30.7126,-999.0
458.827,6405.06,-20.8426,-30.7548,33.8528,-33.7342,-999.0
423.329,6994.32,-25.5693,-34.0953,34.7405,-37.8983,-999.0
390.069,7581.52,-30.5144,-38.8894,33.9713,-41.6258,-999.0
358.932,8166.12,-35.6537,-45.3915,32.1665,-44.7228,-999.0
329.805,8747.91,-40.9437,-51.0104,31.6182,-48.8408,-999.0
302.571,9326.98,-46.2468,-54.8985,33.2538,-51.9275,-999.0
277.14,9903.5,-51.3668,-58.1311,37.3624,-52.3357,-999.0
253.417,10478.1,-56.1897,-61.8838,42.6859,-52.467,-999.0
231.309,11053.3,-59.6488,-66.0379,44.6367,-53.8706,-999.0
210.721,11635.5,-59.9317,-69.6939,42.924,-48.452,-999.0
191.569,12231.8,-58.8383,-72.2856,47.1329,-35.4962,-999.0
173.777,12844.2,-58.3451,-74.9276,54.0672,-29.7359,-999.0
157.269,13474.0,-56.9315,-78.2178,57.0981,-26.4705,-999.0
141.97,14121.6,-57.1486,-80.4479,57.6008,-22.9662,-999.0
127.811,14782.9,-59.2066,-80.4479,57.1241,-20.7222,-999.0
114.727,15456.4,-61.1905,-80.4479,55.1344,-20.3739,-999.0
102.647,16145.6,-62.051,-80.4479,50.33,-20.2405,-999.0
91.5161,16854.9,-62.2103,-80.4479,42.667,-18.9576,-999.0
81.2781,17588.6,-61.8681,-80.4479,32.6316,-18.4679,-999.0
71.8772,18350.6,-61.1448,-80.4479,22.274,-18.891,-999.0
63.2621,19147.2,-59.2612,-80.4479,16.7111,-16.8211,-999.0
54.5728,20083.6,-58.0642,-80.4479,9.96072,-13.9193,-999.0


MEM = mem008
TIME = 160212/0600
STID = OUN SLAT = 35.25 SLON = -97.47 MALT = 383.87

PRES, HGHT, TEMP, DEWP, WDIR, WSPD, OMGA
977.555,383.87,8.21131,0.844058,-2.36882,1.37101,-999.0
969.837,449.489,9.79773,0.108529,-3.44265,4.37187,-999.0
959.57,538.044,10.211,-0.081658,-0.796356,4.76515,-999.0
946.505,652.03,10.4408,-0.559933,4.10503,3.3559,-999.0
930.391,795.206,11.3549,-3.51619,9.69467,-0.322734,-999.0
910.873,972.64,12.5005,-7.28105,12.1549,-6.96513,-999.0
887.538,1190.05,12.3413,-8.48919,10.7574,-12.2389,-999.0
860.033,1453.2,11.3833,-11.7737,8.66988,-18.125,-999.0
828.418,1764.57,9.28384,-13.6698,8.76493,-22.5434,-999.0
793.107,2123.51,6.45248,-14.6483,11.1188,-23.5909,-999.0
754.574,2529.61,3.37718,-15.8531,14.638,-23.1889,-999.0
713.315,2983.34,0.593844,-15.3971,19.7475,-22.3132,-999.0
669.847,3486.01,-1.87055,-12.9791,25.344,-23.5136,-999.0
624.718,4038.18,-4.82511,-13.9018,29.3832,-27.4676,-999.0
579.669,4623.32,-8.08206,-18.0489,31.7885,-28.0019,-999.0
536.726,5216.69,-11.9029,-22.3419,33.5061,-27.1604,-999.0
496.404,5809.34,-16.2333,-25.694,35.625,-27.8319,-999.0
458.572,6400.54,-20.7795,-29.2804,36.4598,-30.3122,-999.0
423.095,6989.94,-25.5795,-33.1092,35.8571,-33.8426,-999.0
389.852,7577.15,-30.5504,-38.1085,34.4648,-37.1024,-999.0
358.734,8161.75,-35.656,-43.5403,33.4721,-39.9592,-999.0
329.623,8743.64,-40.9118,-47.9789,33.7614,-41.9233,-999.0
302.407,9322.84,-46.2094,-51.7135,35.4602,-43.7043,-999.0
276.991,9899.42,-51.3822,-56.21,39.1667,-45.7348,-999.0
253.284,10474.2,-56.0617,-62.168,43.7652,-48.7799,-999.0
231.191,11050.8,-58.6957,-67.3779,45.3145,-49.6405,-999.0
210.617,11635.9,-58.7915,-70.4806,45.4318,-42.78,-999.0
191.48,12233.7,-58.8544,-72.4674,49.3865,-33.023,-999.0
173.7,12845.8,-58.4953,-74.6819,51.6399,-28.8875,-999.0
157.203,13474.2,-57.6912,-77.416,54.0931,-23.6598,-999.0
141.915,14118.7,-58.4405,-80.4479,56.0624,-20.5328,-999.0
127.765,14776.4,-60.1989,-80.4479,55.31,-20.9192,-999.0
114.69,15447.0,-61.8958,-80.4479,53.4861,-20.8571,-999.0
102.618,16132.8,-63.3606,-80.4479,50.0236,-20.3442,-999.0
91.494,16836.5,-64.1648,-80.4479,41.6077,-20.285,-999.0
81.2618,17563.4,-63.648,-80.4479,29.5799,-18.788,-999.0
71.866,18320.2,-62.1443,-80.4479,19.5654,-17.1946,-999.0
63.2555,19114.1,-59.5272,-80.4479,13.6335,-13.1654,-999.0
54.5704,20050.0,-57.8704,-80.4479,6.39533,-8.56843,-999.0


MEM = mem008
TIME = 160212/0700
STID = OUN SLAT = 35.25 SLON = -97.47 MALT = 383.832

PRES, HGHT, TEMP, DEWP, WDIR, WSPD, OMGA
977.376,383.832,7.90067,0.666253,0.119074,4.65328,-999.0
969.668,449.413,9.85293,0.256326,0.0209364,7.89061,-999.0
959.4,538.067,10.8167,0.0155591,3.61014,7.17108,-999.0
946.346,652.375,11.6119,-1.42183,8.81955,4.12786,-999.0
930.25,796.156,12.9443,-4.93307,12.4785,-2.1389,-999.0
910.727,974.289,13.4206,-6.46389,11.9743,-7.39391,-999.0
887.407,1192.32,13.2513,-9.93808,8.65416,-12.0777,-999.0
859.919,1456.0,11.9646,-12.528,6.91111,-16.8117,-999.0
828.312,1767.7,9.33839,-10.9246,11.3566,-22.0429,-999.0
792.994,2126.56,6.0003,-10.3939,13.4306,-25.9495,-999.0
754.453,2532.5,3.17062,-11.5538,16.5766,-23.8697,-999.0
713.182,2986.88,1.14678,-11.5453,21.4124,-22.2758,-999.0
669.71,3490.7,-1.44422,-11.3753,25.5182,-26.9977,-999.0
624.59,4043.51,-4.64727,-13.592,29.7615,-29.477,-999.0
579.553,4628.71,-8.15989,-17.295,32.6998,-29.0554,-999.0
536.619,5221.91,-11.9589,-21.2434,34.8086,-28.8878,-999.0
496.306,5814.58,-16.1322,-25.013,36.8751,-30.2505,-999.0
458.484,6406.0,-20.6203,-28.9709,37.4622,-32.4044,-999.0
423.018,6995.56,-25.5033,-32.7242,36.6016,-35.078,-999.0
389.783,7582.68,-30.629,-36.0434,35.3769,-37.988,-999.0
358.671,8166.94,-35.825,-39.6067,34.9037,-40.0923,-999.0
329.566,8748.43,-41.0344,-44.0392,35.3748,-41.4027,-999.0
302.353,9327.41,-46.1978,-49.4551,36.9159,-43.1632,-999.0
276.943,9903.99,-51.3045,-55.5311,39.8567,-46.0733,-999.0
253.24,10478.6,-56.1931,-61.3117,43.3923,-48.8198,-999.0
231.15,11054.3,-59.1266,-66.3587,45.4255,-46.9425,-999.0
210.58,11638.1,-59.2164,-70.397,47.199,-37.609,-999.0
191.446,12234.4,-59.4021,-72.4128,50.9216,-29.2914,-999.0
173.67,12844.6,-59.1276,-74.4288,52.4609,-25.0944,-999.0
157.176,13470.0,-59.0659,-76.8736,54.4616,-21.2732,-999.0
141.891,14110.1,-59.8598,-79.9165,55.6462,-19.8395,-999.0
127.745,14763.6,-61.3912,-80.4479,55.4585,-20.2295,-999.0
114.673,15430.7,-62.8476,-80.4479,54.3739,-20.2486,-999.0
102.603,16113.9,-63.8802,-80.4479,50.0832,-19.1019,-999.0
91.4816,16816.6,-64.1465,-80.4479,39.8185,-16.269,-999.0
81.2518,17544.8,-62.7984,-80.4479,28.6076,-13.6208,-999.0
71.8582,18305.3,-60.8748,-80.4479,20.1467,-10.7686,-999.0
63.2504,19101.9,-59.1769,-80.4479,15.7417,-8.91416,-999.0
54.5686,20037.2,-58.2701,-80.4479,9.66744,-7.63902,-999.0


MEM = mem008
TIME = 160212/0800
STID = OUN SLAT = 35.25 SLON = -97.47 MALT = 383.776

PRES, HGHT, TEMP, DEWP, WDIR, WSPD, OMGA
977.808,383.776,7.28715,0.783613,4.0681,3.36835,-999.0
970.1,449.305,9.82516,0.508859,4.80652,7.636,-999.0
959.823,538.052,11.3167,-0.158582,8.35772,6.95172,-999.0
946.765,652.651,12.5798,-2.1178,12.5761,2.53752,-999.0
930.655,796.862,13.6725,-4.37143,14.4892,-3.61305,-999.0
911.123,975.429,14.0129,-6.54614,13.2558,-9.15099,-999.0
887.789,1193.72,13.3235,-9.58512,11.7851,-12.2629,-999.0
860.292,1457.44,11.7215,-9.8582,13.1788,-19.1474,-999.0
828.647,1768.91,8.73087,-8.06529,13.6318,-21.2293,-999.0
793.295,2127.37,5.47471,-8.10383,14.5917,-20.2205,-999.0
754.717,2533.17,3.06898,-9.88854,18.3474,-18.9436,-999.0
713.42,2987.78,1.23729,-11.0058,20.7821,-22.928,-999.0
669.927,3491.93,-1.24152,-12.323,25.538,-27.4061,-999.0
624.793,4045.1,-4.48848,-14.1161,30.5098,-28.1405,-999.0
579.738,4630.62,-8.10793,-17.0491,33.1483,-29.4284,-999.0
536.785,5224.2,-11.8285,-20.7918,34.7975,-31.0071,-999.0
496.452,5817.33,-15.9977,-24.6573,35.4188,-32.2294,-999.0
458.611,6409.1,-20.6141,-28.1137,36.694,-33.0282,-999.0
423.126,6998.84,-25.5594,-31.1505,38.6864,-33.2726,-999.0
389.876,7586.22,-30.5529,-34.8467,39.38,-33.9789,-999.0
358.751,8171.02,-35.6166,-39.776,38.5203,-35.5606,-999.0
329.636,8753.02,-40.9524,-45.271,38.4342,-36.7577,-999.0
302.419,9332.24,-46.2164,-51.054,40.2476,-38.7274,-999.0
277.001,9908.94,-51.3163,-56.9602,43.1679,-42.5354,-999.0
253.291,10484.1,-55.8466,-62.8058,45.6405,-44.5228,-999.0
231.196,11061.6,-58.3353,-67.6047,47.0748,-40.9811,-999.0
210.62,11646.9,-59.0339,-70.5317,49.442,-33.849,-999.0
191.482,12243.7,-59.3929,-72.6208,50.4861,-30.1588,-999.0
173.701,12853.9,-59.2669,-74.5229,50.9703,-26.45,-999.0
157.204,13478.1,-59.8407,-76.3886,54.6,-22.6467,-999.0
141.916,14115.9,-60.7932,-79.072,57.2694,-21.5319,-999.0
127.767,14767.1,-62.0926,-80.4479,57.3881,-21.4988,-999.0
114.692,15432.4,-63.4726,-80.4479,56.7028,-22.2045,-999.0
102.621,16114.4,-64.1258,-80.4479,53.2979,-23.7921,-999.0
91.4965,16817.5,-63.787,-80.4479,40.292,-21.4698,-999.0
81.2641,17546.0,-63.1772,-80.4479,27.5012,-14.8654,-999.0
71.8678,18303.5,-62.2686,-80.4479,20.6539,-10.6054,-999.0
63.2568,19094.5,-60.9549,-80.4479,17.6235,-7.5429,-999.0
54.5712,20024.2,-59.3467,-80.4479,13.4816,-5.45224,-999.0


MEM = mem008
TIME = 160212/0900
STID = OUN SLAT = 35.25 SLON = -97.47 MALT = 383.736

PRES, HGHT, TEMP, DEWP, WDIR, WSPD, OMGA
977.573,383.736,6.8831,0.885283,5.34097,0.953114,-999.0
969.856,449.202,9.65475,0.645714,7.56051,5.26218,-999.0
959.573,537.946,11.4407,-0.0644022,11.2015,3.92326,-999.0
946.531,652.614,12.7422,-1.52598,14.7175,-0.752962,-999.0
930.417,796.853,13.4807,-3.0741,16.2958,-6.04081,-999.0
910.89,975.273,13.4712,-4.60687,15.5132,-12.9689,-999.0
887.552,1193.22,12.5515,-6.49373,15.2028,-15.1935,-999.0
860.041,1456.38,10.842,-6.98611,14.8487,-16.5388,-999.0
828.395,1767.3,8.22968,-6.77393,13.617,-15.2789,-999.0
793.043,2125.51,5.41355,-7.69661,14.1975,-13.6979,-999.0
754.48,2531.77,3.74158,-10.6931,15.1891,-17.2596,-999.0
713.2,2986.91,1.34862,-11.4495,19.0056,-24.7,-999.0
669.721,3491.02,-1.40245,-11.7245,25.4901,-29.2897,-999.0
624.599,4044.07,-4.51447,-13.726,30.2642,-29.5042,-999.0
579.555,4629.72,-7.97838,-17.1961,32.0696,-29.3775,-999.0
536.615,5223.54,-11.7168,-21.108,33.0592,-30.2048,-999.0
496.293,5816.93,-15.863,-24.9521,35.0963,-31.2122,-999.0
458.463,6409.0,-20.443,-29.0882,37.9791,-31.1995,-999.0
422.991,6999.13,-25.3173,-33.2445,40.4138,-31.0904,-999.0
389.756,7586.95,-30.3362,-37.0581,41.5613,-32.4782,-999.0
358.644,8172.15,-35.432,-41.4264,41.7482,-35.0784,-999.0
329.541,8754.75,-40.6122,-46.7309,41.7203,-37.7247,-999.0
302.333,9334.83,-45.8421,-52.5119,42.2395,-40.5684,-999.0
276.924,9912.42,-50.9679,-58.8182,43.1947,-43.7439,-999.0
253.222,10488.9,-55.165,-65.0448,44.1042,-44.8828,-999.0
231.133,11068.0,-57.739,-69.5559,45.0324,-42.1626,-999.0
210.564,11653.9,-59.1606,-70.9824,47.1923,-37.1052,-999.0
191.432,12249.6,-60.0124,-72.1288,49.2671,-32.5571,-999.0
173.658,12857.4,-60.3676,-73.7766,52.094,-28.0711,-999.0
157.167,13478.6,-60.79,-75.8504,56.6787,-24.4763,-999.0
141.885,14114.2,-61.2567,-78.9295,60.6982,-22.9978,-999.0
127.741,14765.3,-61.6572,-80.4479,61.5757,-22.3331,-999.0
114.67,15432.9,-62.402,-80.4479,59.4521,-23.5972,-999.0
102.603,16119.6,-62.2279,-80.4479,51.0982,-25.4907,-999.0
91.4829,16829.7,-61.5019,-80.4479,36.041,-22.4915,-999.0
81.2537,17564.7,-61.5882,-80.4479,25.8608,-14.0005,-999.0
71.8606,18326.6,-61.3533,-80.4479,23.3333,-7.60524,-999.0
63.2525,19120.8,-60.0596,-80.4479,20.5871,-8.48358,-999.0
54.5697,20052.8,-58.9942,-80.4479,15.9556,-9.68421,-999.0


MEM = mem008
TIME = 160212/1000
STID = OUN SLAT = 35.25 SLON = -97.47 MALT = 383.67

PRES, HGHT, TEMP, DEWP, WDIR, WSPD, OMGA
977.683,383.67,6.22176,0.9335,7.69528,-1.89811,-999.0
969.976,448.992,9.04162,1.00141,12.1152,-0.186646,-999.0
959.692,537.595,11.0371,0.549073,15.0787,-0.846746,-999.0
946.644,652.101,12.18,-0.468067,17.7708,-4.3306,-999.0
930.522,795.943,12.2169,-1.20461,20.2055,-9.57315,-999.0
910.984,973.696,12.1352,-2.16667,20.6284,-15.9385,-999.0
887.628,1190.86,11.286,-3.51699,17.7089,-18.4536,-999.0
860.102,1453.45,10.3423,-5.27308,13.7706,-15.0077,-999.0
828.45,1764.3,8.48365,-7.62198,12.3222,-13.2556,-999.0
793.119,2123.17,6.4919,-10.5992,11.7123,-15.7727,-999.0
754.559,2530.24,4.0367,-10.0104,13.6944,-21.362,-999.0
713.275,2985.53,1.21935,-11.2651,17.6619,-26.2418,-999.0
669.793,3489.27,-1.62025,-11.9361,24.1213,-28.8616,-999.0
624.668,4041.84,-4.69511,-13.9819,29.1239,-28.2865,-999.0
579.623,4627.16,-8.03679,-17.4167,31.3683,-28.6326,-999.0
536.679,5220.93,-11.6753,-20.651,32.8376,-30.2036,-999.0
496.355,5814.47,-15.7665,-24.5427,35.1642,-30.0989,-999.0
458.523,6406.78,-20.2821,-30.0128,38.6539,-28.8293,-999.0
423.053,6997.24,-25.0888,-35.185,41.1111,-29.0692,-999.0
389.817,7585.46,-30.0992,-39.5843,42.3844,-30.2276,-999.0
358.706,8171.04,-35.2442,-43.3424,42.4667,-32.0855,-999.0
329.601,8754.01,-40.4163,-48.0383,42.8387,-34.66,-999.0
302.388,9334.4,-45.7109,-53.4123,43.2657,-37.4451,-999.0
276.976,9912.05,-50.9828,-58.6542,43.8399,-40.241,-999.0
253.269,10488.1,-55.4639,-65.0419,44.8527,-40.833,-999.0
231.176,11066.0,-58.2689,-69.2897,45.4193,-38.5647,-999.0
210.603,11650.5,-59.5568,-70.857,46.4803,-34.206,-999.0
191.466,12245.5,-60.0648,-72.3145,49.4764,-28.9124,-999.0
173.687,12853.4,-60.1742,-74.208,54.1514,-23.8555,-999.0
157.191,13474.8,-60.7685,-76.6542,60.0674,-21.3316,-999.0
141.904,14110.9,-60.9458,-80.3776,62.714,-22.9233,-999.0
127.756,14763.4,-60.9926,-80.4479,62.6502,-23.6468,-999.0
114.682,15434.1,-61.0869,-80.4479,58.1268,-25.1659,-999.0
102.611,16125.5,-60.6831,-80.4479,46.1169,-26.0952,-999.0
91.4877,16840.3,-60.2161,-80.4479,30.7343,-21.2987,-999.0
81.2564,17579.6,-60.4032,-80.4479,25.3474,-12.119,-999.0
71.8615,18345.0,-60.573,-80.4479,23.4756,-6.90647,-999.0
63.2527,19140.5,-60.1217,-80.4479,19.0295,-11.2841,-999.0
54.5695,20071.4,-59.4226,-80.4479,16.1316,-11.0189,-999.0


MEM = mem008
TIME = 160212/1100
STID = OUN SLAT = 35.25 SLON = -97.47 MALT = 383.56

PRES, HGHT, TEMP, DEWP, WDIR, WSPD, OMGA
978.583,383.56,5.00725,1.29486,7.37914,-1.09368,-999.0
970.868,448.795,9.12865,1.45486,16.6542,-4.44875,-999.0
960.572,537.485,11.3022,0.92577,20.9444,-5.41808,-999.0
947.503,651.961,11.6882,-0.0533325,23.6258,-10.5879,-999.0
931.37,795.417,11.1193,-1.11841,20.1383,-15.8944,-999.0
911.818,972.779,11.9994,-3.67613,13.5267,-18.1782,-999.0
888.449,1190.08,12.137,-6.60536,9.77006,-18.2042,-999.0
860.914,1453.04,10.8094,-7.73492,8.63178,-17.868,-999.0
829.241,1764.09,8.57537,-7.4194,8.82435,-19.87,-999.0
793.862,2122.92,6.12659,-8.55412,11.313,-21.0769,-999.0
755.259,2529.52,3.59518,-10.4557,13.8591,-24.1621,-999.0
713.933,2984.26,0.972927,-11.3089,18.1358,-27.4821,-999.0
670.403,3487.67,-1.85358,-11.2042,24.3262,-28.2632,-999.0
625.225,4040.0,-4.91564,-12.9007,29.8963,-26.8183,-999.0
580.121,4625.09,-8.28485,-15.8014,33.3496,-26.8572,-999.0
537.126,5218.66,-11.8496,-19.761,35.3536,-27.217,-999.0
496.76,5812.06,-15.8519,-24.8602,37.4779,-27.4602,-999.0
458.894,6404.29,-20.3638,-30.2226,38.8464,-27.2955,-999.0
423.389,6994.73,-25.1171,-35.6551,39.9809,-27.5505,-999.0
390.122,7583.07,-30.0713,-40.216,40.9378,-29.0782,-999.0
358.98,8168.94,-35.1515,-44.0472,41.8476,-30.4,-999.0
329.845,8752.27,-40.3292,-48.3446,43.0667,-31.4995,-999.0
302.607,9333.06,-45.6124,-53.5908,44.013,-33.0011,-999.0
