MEM = DETERMINISTIC
TIME = 160503/0000
STID = ABR SLAT = 45.45 SLON = -98.42 MALT = -999

PRES, HGHT, TEMP, DEWP, UWIN, VWIN, OMGA
70.31,18425.02,-57.93,-85.14,11.849228823,-25.8095183764,0.0
60.73,19346.68,-58.51,-85.64,9.51703315397,-16.9938854901,0.0
52.43,20270.0,-57.75,-85.79,15.5688401465,-13.0777055618,0.0
45.28,21194.61,-57.73,-85.93,12.7350976695,-11.9381560955,0.0
39.12,22120.19,-55.73,-85.69,12.5588723407,-9.78385791272,0.0
33.84,23046.45,-53.99,-85.83,10.9218716446,-7.65041803513,0.0
29.28,23973.18,-53.92,-86.17,12.3768931187,-6.53387974888,0.0
25.35,24900.17,-53.21,-86.59,12.1164989012,-5.97519601263,0.0
21.95,25827.33,-53.25,-87.25,7.93427295161,-7.62199667338,0.0
19.01,26754.56,-52.24,-87.57,8.0764255288,-4.55454693668,0.0
16.48,27681.82,-50.79,-87.69,9.92072672534,-6.8771246938,0.0
14.3,28609.09,-48.23,-88.39,7.49357022815,-9.48850565168,0.0
12.43,29536.36,-45.92,-89.11,11.0254769836,-13.7080277713,0.0


MEM = DETERMINISTIC
TIME = 160504/1500
STID = ABR SLAT = 45.45 SLON = -98.42 MALT = -999

PRES, HGHT, TEMP, DEWP, UWIN, VWIN, OMGA
971.62,420.5,11.67,2.29,2.37335563593,-7.70992477812,0.0
965.46,473.6,10.99,2.04,2.51060581664,-8.1964696656,0.0
957.88,539.27,10.23,1.73,2.62460227317,-8.64943686793,0.0
948.85,617.95,9.38,1.36,2.7211354183,-9.12786727448,0.0
938.35,710.1,8.45,0.94,2.77371994131,-9.57839812924,0.0
926.37,816.15,7.4,0.29,2.75995423939,-10.4092183642,0.0
912.91,936.53,7.35,-7.91,2.2698658431,-14.2829627469,0.0
898.02,1071.68,7.16,-10.82,2.20656665508,-16.943314069,0.0
881.71,1222.02,5.96,-4.06,3.54707110217,-18.4196790692,0.0
864.0,1387.97,5.66,-8.82,3.66669161045,-20.2166123668,0.0
844.97,1569.95,5.75,-13.64,1.83927177282,-23.7409550725,0.0
824.69,1768.36,5.6,-20.8,0.033722919189,-27.6025711578,0.0
803.23,1983.62,5.51,-21.03,-1.61996400373,-32.6553074376,0.0
780.66,2216.12,5.1,-15.5,-3.74610075692,-36.6253343481,0.0
757.03,2466.26,4.02,-9.23,-5.95123265435,-38.2219707776,0.0
732.4,2734.44,2.71,-6.42,-7.02807142055,-39.7769758887,0.0
706.83,3021.02,0.83,-7.63,-6.6699908194,-39.8582934497,0.0
680.36,3326.4,-1.48,-10.58,-4.19595931156,-39.3927123109,0.0
653.09,3650.96,-3.63,-14.19,-1.49458261976,-39.6262520403,0.0
625.13,3995.08,-5.83,-20.04,0.451619700799,-39.8073733962,0.0
596.64,4359.14,-7.69,-27.01,1.02570074371,-39.6994948213,0.0
567.76,4743.54,-9.42,-35.93,0.232534245459,-40.3729804049,0.0
538.61,5148.68,-11.86,-30.82,-1.4580029191,-41.9617187217,0.0
509.27,5574.99,-14.66,-30.91,-2.98003927582,-43.7127932074,0.0
479.85,6022.92,-17.49,-42.58,-4.37098193275,-46.1541785211,0.0
450.45,6492.97,-21.0,-46.44,-5.94888834606,-47.76052889,0.0
421.12,6985.64,-25.35,-41.42,-6.23906438081,-48.7035166944,0.0
391.98,7501.47,-29.6,-46.16,-6.16239239103,-51.2985745643,0.0
363.16,8041.03,-34.07,-50.96,-3.73595348142,-53.9680354546,0.0
334.76,8604.87,-39.15,-50.47,1.05170838239,-53.7953359224,0.0
306.9,9193.58,-44.37,-52.86,3.62771272605,-53.4883519411,0.0
279.74,9807.78,-49.08,-55.31,6.81049989156,-52.7261187303,0.0
253.46,10448.0,-53.7,-59.9,13.2750009753,-53.1246062218,0.0
228.23,11114.88,-58.06,-64.13,18.5726451998,-55.1556524857,0.0
204.2,11809.24,-61.65,-70.22,20.4060398371,-54.0886507338,0.0
181.56,12531.96,-64.29,-72.75,20.2448747661,-51.8184980683,0.0
160.52,13283.92,-64.48,-73.61,15.5967380176,-42.2314053285,0.0
141.31,14065.97,-61.89,-76.16,19.3424257364,-31.8502576899,0.0
123.96,14878.92,-59.92,-80.25,22.3065242952,-30.3333519774,0.0
108.25,15723.54,-60.21,-83.4,18.3399233168,-31.9456927499,0.0
94.03,16600.44,-60.28,-84.45,11.1415304799,-30.2004398554,0.0
81.32,17505.85,-59.59,-84.32,7.09549284825,-23.0356456281,0.0
70.22,18425.02,-58.53,-84.67,6.05698340809,-14.6807958451,0.0
60.64,19346.68,-57.89,-85.66,10.6189811548,-10.0173243993,0.0
52.39,20270.0,-56.83,-85.64,12.0911056523,-12.2098635364,0.0
45.27,21194.61,-56.35,-85.49,12.3918197186,-14.9260189951,0.0
39.12,22120.19,-56.72,-85.58,9.31990083446,-13.7138176258,0.0
33.82,23046.45,-55.1,-85.7,7.23372221032,-10.8301217716,0.0
29.25,23973.18,-54.31,-85.97,7.78482149263,-4.74441870876,0.0
25.31,24900.17,-54.2,-86.73,8.8277473535,-6.36911464865,0.0
21.91,25827.33,-53.16,-87.07,4.85189707327,-3.95429131093,0.0
18.98,26754.56,-51.58,-87.4,8.49128775898,-2.9237848478,0.0
16.46,27681.82,-48.55,-87.5,7.9023386689,-5.45553044779,0.0
14.3,28609.09,-47.87,-88.26,5.29354431466,-6.69317739252,0.0
12.43,29536.36,-46.17,-88.95,-2.38496523234,-5.8500152792,0.0


MEM = DETERMINISTIC
TIME = 160504/1800
STID = ABR SLAT = 45.45 SLON = -98.42 MALT = -999

PRES, HGHT, TEMP, DEWP, UWIN, VWIN, OMGA
970.67,420.5,16.22,1.48,1.35770381523,-9.17219643656,0.0
964.62,473.6,15.52,1.24,1.44964842918,-9.55152583215,0.0
957.16,539.27,14.78,1.03,1.54359598787,-9.81237490265,0.0
948.27,617.95,13.92,0.8,1.66642498635,-10.087909752,0.0
937.94,710.1,12.94,0.55,1.81165665353,-10.3589736497,0.0
926.15,816.15,11.84,0.27,1.97681900189,-10.6452217218,0.0
912.89,936.53,10.62,-0.03,2.13489824098,-10.9119068591,0.0
898.16,1071.68,9.28,-0.35,2.26514107553,-11.1634400082,0.0
881.97,1222.02,7.81,-0.78,2.39086053997,-11.5146637595,0.0
864.37,1387.97,6.94,-7.85,2.71619064803,-15.6274786462,0.0
845.42,1569.95,7.13,-18.1,1.61862504275,-21.4768887504,0.0
825.24,1768.36,7.3,-19.33,-1.39290983851,-26.8472595794,0.0
803.88,1983.62,6.88,-13.39,-3.44434736324,-29.3645605722,0.0
781.4,2216.12,6.15,-5.53,-4.92200675685,-31.5754831163,0.0
757.85,2466.26,4.65,-3.55,-5.71584098096,-32.7840747288,0.0
733.25,2734.44,2.98,-7.02,-5.9689076307,-33.509256142,0.0
707.66,3021.02,1.03,-9.77,-6.04430644523,-34.3842332189,0.0
681.18,3326.4,-1.17,-11.75,-6.22725854658,-34.9243234128,0.0
653.91,3650.96,-3.03,-19.07,-6.21315775805,-34.6701386095,0.0
626.0,3995.08,-4.7,-23.65,-5.78323756784,-34.1925536746,0.0
597.57,4359.14,-6.56,-25.26,-5.1773158185,-34.1125922577,0.0
568.75,4743.54,-8.85,-25.31,-4.47490657309,-34.4078527748,0.0
539.63,5148.68,-11.03,-36.11,-4.39356324055,-35.1236829889,0.0
510.34,5574.99,-13.43,-45.88,-4.16941990196,-36.0904113375,0.0
480.95,6022.92,-16.93,-39.57,-2.95400963136,-36.7952197831,0.0
451.51,6492.97,-21.08,-36.33,-3.08887982042,-37.2522872598,0.0
422.13,6985.64,-25.14,-40.55,-2.96017408733,-38.2961312909,0.0
392.93,7501.47,-29.59,-45.37,0.0,-38.9352051347,0.0
364.03,8041.03,-34.32,-48.11,3.44711005046,-38.5481242849,0.0
335.54,8604.87,-39.27,-49.05,6.1256110484,-38.1156625703,0.0
307.62,9193.58,-44.13,-52.85,6.96914233245,-38.424951982,0.0
280.41,9807.78,-49.06,-54.56,10.1350547319,-40.023970986,0.0
254.06,10448.0,-53.9,-58.56,14.3308356669,-42.6570878519,0.0
228.75,11114.88,-58.17,-64.94,19.3069995299,-46.4964129634,0.0
204.63,11809.24,-62.3,-69.62,20.0120223413,-47.6765837715,0.0
181.92,12531.96,-64.03,-71.11,18.4740758246,-42.7115211841,0.0
160.88,13283.92,-63.64,-73.17,18.7119103518,-33.9665917488,0.0
141.65,14065.97,-62.4,-77.5,23.2971252926,-31.4383322409,0.0
124.18,14878.92,-61.42,-80.29,18.9192697665,-32.441407658,0.0
108.37,15723.54,-60.66,-83.0,10.8731880145,-28.1200582174,0.0
94.14,16600.44,-59.67,-84.58,8.64940677919,-20.6973629898,0.0
81.46,17505.85,-58.56,-84.01,11.5447778967,-14.5867927884,0.0
70.37,18425.02,-58.11,-84.57,14.2478827815,-12.9645758109,0.0
60.77,19346.68,-58.65,-85.47,16.5044696885,-13.3174281972,0.0
52.48,20270.0,-57.38,-85.5,11.4414381648,-14.8892383134,0.0
45.32,21194.61,-57.74,-85.58,5.681682041,-14.6634303691,0.0
39.14,22120.19,-56.94,-85.54,5.76726881462,-10.5823134279,0.0
33.83,23046.45,-55.51,-85.64,5.44438205885,-7.52941570554,0.0
29.25,23973.18,-54.83,-85.97,1.85713831418,-7.08907090073,0.0
25.31,24900.17,-53.34,-86.52,7.05286572387,-3.99519583564,0.0
21.92,25827.33,-51.82,-87.12,11.1565247089,-0.159679735455,0.0
19.01,26754.56,-50.4,-87.31,9.94683793314,-0.335184573298,0.0
16.49,27681.82,-49.82,-87.58,4.55614933002,4.14868503036,0.0
14.32,28609.09,-48.39,-88.25,4.22650905157,10.010421985,0.0
12.44,29536.36,-46.29,-89.0,11.0079483301,11.9542930274,0.0


MEM = DETERMINISTIC
TIME = 160504/2100
STID = ABR SLAT = 45.45 SLON = -98.42 MALT = -999

PRES, HGHT, TEMP, DEWP, UWIN, VWIN, OMGA
968.97,420.5,19.54,1.23,1.14962486684,-6.80421227259,0.0
962.99,473.6,18.89,1.0,1.23601768783,-7.0457536094,0.0
955.63,539.27,18.17,0.79,1.3425602088,-7.24380666412,0.0
946.87,617.95,17.33,0.57,1.48036338041,-7.41523022432,0.0
936.67,710.1,16.37,0.32,1.6552154506,-7.61704828646,0.0
925.03,816.15,15.29,0.06,1.85679607161,-7.8303783532,0.0
911.95,936.53,14.08,-0.22,2.06277659354,-8.03980956939,0.0
897.41,1071.68,12.74,-0.52,2.24680327918,-8.25252948822,0.0
881.43,1222.02,11.26,-0.85,2.42451479572,-8.50569070334,0.0
864.03,1387.97,9.65,-1.29,2.58208092632,-8.94582921895,0.0
845.27,1569.95,9.25,-8.33,2.61479301179,-16.4719378507,0.0
825.25,1768.36,9.13,-6.29,2.25847047486,-19.6394668351,0.0
804.05,1983.62,8.42,-3.41,0.810826961452,-24.1872770929,0.0
781.68,2216.12,6.93,-4.23,-0.319636997234,-25.7928359121,0.0
758.17,2466.26,5.3,-6.51,-2.26052671049,-26.8076683688,0.0
733.6,2734.44,3.47,-8.51,-4.41745454686,-27.3649664225,0.0
708.04,3021.02,1.38,-9.4,-6.07291137473,-27.4839214407,0.0
681.58,3326.4,-0.6,-12.47,-7.09573342751,-26.5743780854,0.0
654.36,3650.96,-2.38,-13.47,-7.31806515713,-25.6054385056,0.0
626.5,3995.08,-4.14,-17.65,-5.36281924719,-24.9727829859,0.0
598.12,4359.14,-6.06,-26.79,-2.15951994298,-25.4506619551,0.0
569.32,4743.54,-8.27,-36.66,-0.285173872806,-26.7846590048,0.0
540.21,5148.68,-10.7,-43.2,0.345145418998,-27.4643540025,0.0
510.9,5574.99,-13.64,-36.15,2.10264283676,-27.8343015352,0.0
481.46,6022.92,-17.11,-37.53,3.39158786575,-27.8634584527,0.0
451.99,6492.97,-21.0,-36.2,4.31951559407,-27.7741059511,0.0
422.57,6985.64,-25.31,-38.11,8.21777138125,-27.9756644035,0.0
393.32,7501.47,-29.91,-42.02,12.8248922983,-28.4834794471,0.0
364.35,8041.03,-34.67,-47.84,13.8588139461,-29.3981881909,0.0
335.8,8604.87,-39.5,-47.15,15.2880900485,-28.9229868047,0.0
307.85,9193.58,-43.97,-48.52,18.8512832768,-30.0748362502,0.0
280.64,9807.78,-48.87,-51.63,20.5964451826,-36.0071245791,0.0
254.29,10448.0,-53.8,-58.08,17.9258518217,-40.4901357233,0.0
228.96,11114.88,-58.32,-66.44,18.6143264835,-41.6518485465,0.0
204.8,11809.24,-62.35,-69.26,22.2400951164,-39.5666337482,0.0
182.05,12531.96,-64.38,-71.12,25.082647279,-37.0329909549,0.0
160.93,13283.92,-64.83,-72.54,22.9918112794,-34.7368376458,0.0
141.6,14065.97,-63.48,-77.29,21.2292260209,-32.2202785777,0.0
124.1,14878.92,-61.09,-81.68,18.2635818938,-29.4791136224,0.0
108.37,15723.54,-58.87,-82.82,16.8689847115,-22.4103029428,0.0
94.2,16600.44,-59.37,-84.08,21.215399819,-18.5269436603,0.0
81.51,17505.85,-59.17,-83.91,20.586414729,-20.0124239296,0.0
70.41,18425.02,-57.91,-84.53,16.4189055691,-18.3570975206,0.0
60.81,19346.68,-58.23,-85.12,12.6954588235,-15.9318216309,0.0
52.53,20270.0,-56.75,-85.33,12.1506625711,-11.3108682173,0.0
45.4,21194.61,-56.53,-85.45,8.97123671906,-7.36119362273,0.0
39.24,22120.19,-55.68,-85.45,8.27479667051,-4.59812912533,0.0
33.92,23046.45,-55.54,-85.71,5.57402133474,-4.42108373583,0.0
29.33,23973.18,-55.41,-85.95,5.79740353706,-4.05637053081,0.0
25.36,24900.17,-54.74,-86.3,6.88588831884,-7.39973182972,0.0
21.96,25827.33,-51.09,-86.62,8.00352860752,-5.98087101002,0.0
19.05,26754.56,-49.87,-87.2,10.319111271,-0.676350285876,0.0
16.53,27681.82,-48.86,-87.54,14.8898912104,3.59399220747,0.0
14.35,28609.09,-48.91,-88.44,22.7405270657,7.69282031686,0.0
12.47,29536.36,-46.76,-89.14,24.9879124084,4.3700775099,0.0


MEM = DETERMINISTIC
TIME = 160505/0000
STID = ABR SLAT = 45.45 SLON = -98.42 MALT = -999

PRES, HGHT, TEMP, DEWP, UWIN, VWIN, OMGA
968.48,420.5,20.88,3.26,1.05456752117,-2.42418213489,0.0
962.53,473.6,20.33,3.08,1.16653593483,-2.50164438527,0.0
955.22,539.27,19.68,2.93,1.2980212953,-2.56741813859,0.0
946.51,617.95,18.91,2.77,1.49908567937,-2.65827842353,0.0
936.38,710.1,18.0,2.6,1.74180301979,-2.73935548357,0.0
924.81,816.15,16.97,2.41,2.01213159938,-2.83868259756,0.0
911.81,936.53,15.79,2.2,2.37703526489,-3.00230009572,0.0
897.37,1071.68,14.49,1.95,2.91285370246,-3.31446492904,0.0
881.5,1222.02,13.17,1.57,4.28601252595,-4.58815179392,0.0
864.24,1387.97,12.11,1.21,5.60272205259,-7.19183287888,0.0
845.64,1569.95,11.37,1.03,5.83444578034,-14.2258487622,0.0
825.76,1768.36,10.48,0.68,4.09486972898,-17.2284734615,0.0
804.64,1983.62,9.05,-0.03,0.757392301456,-19.7154788984,0.0
782.31,2216.12,7.55,-1.99,-0.409244690752,-20.3868215285,0.0
758.84,2466.26,6.04,-6.84,-2.17454844033,-20.7242399636,0.0
734.32,2734.44,4.34,-9.95,-2.59730158602,-20.3032260226,0.0
708.81,3021.02,2.32,-10.12,-1.91040389611,-20.4769519046,0.0
682.42,3326.4,0.41,-14.36,-1.01145397114,-21.6891716628,0.0
655.25,3650.96,-1.47,-19.21,-0.530620391163,-23.7478523346,0.0
627.42,3995.08,-3.53,-22.19,-0.879195959021,-25.1768781679,0.0
599.03,4359.14,-5.98,-21.28,-1.1906336707,-24.9694694216,0.0
570.18,4743.54,-8.76,-18.26,-0.382192942845,-24.0617596334,0.0
540.97,5148.68,-11.65,-19.12,1.61493066408,-23.328618991,0.0
511.55,5574.99,-14.25,-39.92,5.8209295038,-22.5078643368,0.0
482.02,6022.92,-17.45,-42.5,10.7499705475,-23.4908033346,0.0
452.47,6492.97,-21.23,-44.35,14.2483738125,-21.5024741808,0.0
423.0,6985.64,-25.39,-42.8,19.3864240361,-20.8330911514,0.0
393.71,7501.47,-29.97,-47.55,22.2947747983,-21.0389388664,0.0
364.7,8041.03,-34.76,-41.34,22.9985547551,-26.1879221946,0.0
336.16,8604.87,-38.97,-42.47,21.4444305566,-30.3319339222,0.0
308.22,9193.58,-43.73,-47.34,19.4664275019,-31.7290195582,0.0
281.03,9807.78,-48.33,-55.26,19.3457955303,-34.61522531,0.0
254.68,10448.0,-53.55,-61.99,22.0990791618,-37.7877547862,0.0
229.3,11114.88,-58.73,-63.35,25.4666280143,-36.6280328843,0.0
205.07,11809.24,-62.68,-68.91,28.6666010232,-34.0547447199,0.0
182.27,12531.96,-64.4,-70.62,27.5801386458,-34.1194719025,0.0
161.16,13283.92,-63.97,-73.54,22.6503867946,-32.2880980753,0.0
141.89,14065.97,-62.24,-78.53,21.8487026805,-31.3543541294,0.0
124.44,14878.92,-60.22,-83.78,19.8256449918,-27.4990496032,0.0
108.68,15723.54,-59.59,-83.96,19.254813748,-25.62636892,0.0
94.45,16600.44,-59.08,-83.87,15.6156105134,-25.8352919925,0.0
81.73,17505.85,-59.51,-83.93,16.9144958201,-21.8374994833,0.0
70.57,18425.02,-58.67,-84.35,16.24202659,-20.833779243,0.0
60.92,19346.68,-58.74,-84.96,12.3108849477,-17.1008979657,0.0
52.6,20270.0,-57.68,-85.25,14.9153177163,-17.7062361186,0.0
45.44,21194.61,-56.65,-85.4,11.3188393777,-15.8508655677,0.0
39.27,22120.19,-56.44,-85.65,13.764001755,-9.28044160784,0.0
33.94,23046.45,-55.28,-85.79,9.54076065813,-8.77932752115,0.0
29.36,23973.18,-54.33,-85.87,6.81361564621,-3.74581689976,0.0
25.41,24900.17,-52.97,-85.92,6.59571665796,-2.81875560863,0.0
22.01,25827.33,-52.39,-86.44,2.99781448047,-3.52366593341,0.0
19.08,26754.56,-50.92,-87.25,10.2690022599,-4.60645819864,0.0
16.55,27681.82,-48.29,-87.45,15.6848081032,-6.47762538289,0.0
14.39,28609.09,-46.11,-88.18,17.8712244068,-9.36669295509,0.0
12.53,29536.36,-43.72,-89.09,16.8611830854,-8.65431373921,0.0


MEM = DETERMINISTIC
TIME = 160505/0300
STID = ABR SLAT = 45.45 SLON = -98.42 MALT = -999

PRES, HGHT, TEMP, DEWP, UWIN, VWIN, OMGA
967.88,420.5,17.89,3.65,0.047225453418,9.01931479737,0.0
961.9,473.6,19.76,3.2,0.336782933092,9.79118585766,0.0
954.58,539.27,19.4,3.6,1.6276352767,9.56224937719,0.0
945.87,617.95,18.8,3.76,3.04289052733,8.98466891109,0.0
935.74,710.1,18.1,3.63,4.35386263165,7.85457610739,0.0
924.2,816.15,17.46,3.61,6.51227405402,5.42389686218,0.0
911.25,936.53,16.87,4.23,9.76642560644,2.28530010117,0.0
896.88,1071.68,15.94,4.27,11.3031849622,-0.81617133946,0.0
881.12,1222.02,14.92,3.92,12.0048854048,-4.7409560733,0.0
863.97,1387.97,13.73,3.21,11.8208824903,-7.77964367881,0.0
845.48,1569.95,12.68,1.54,9.17634106381,-11.3035726276,0.0
825.69,1768.36,11.65,0.81,4.65527463587,-13.4664306285,0.0
804.65,1983.62,9.94,1.07,1.04172472801,-14.1517754351,0.0
782.39,2216.12,8.19,0.48,0.569350074888,-14.8206013788,0.0
758.98,2466.26,6.21,-0.62,-1.99049405461,-15.9127064612,0.0
734.48,2734.44,4.41,-2.76,-1.76276361441,-16.7997803436,0.0
709.01,3021.02,2.6,-4.95,-0.712500213107,-18.297147791,0.0
682.66,3326.4,0.94,-9.56,0.187135520038,-19.1459537025,0.0
655.54,3650.96,-1.08,-13.96,0.557635684554,-18.7887029194,0.0
627.73,3995.08,-3.4,-18.23,0.377086595154,-18.307131931,0.0
599.33,4359.14,-6.31,-15.08,1.2507353168,-18.9306495921,0.0
570.44,4743.54,-9.02,-20.08,3.2173748402,-21.0995202858,0.0
541.2,5148.68,-11.72,-24.94,5.06143326918,-22.3320990991,0.0
511.73,5574.99,-14.6,-35.57,7.49698849749,-22.0474828857,0.0
482.13,6022.92,-18.24,-33.71,11.1148826068,-22.9105468816,0.0
452.5,6492.97,-21.89,-34.51,11.8847157713,-25.4288953011,0.0
422.97,6985.64,-25.92,-34.71,13.6118298518,-28.2454363505,0.0
393.63,7501.47,-30.22,-35.1,16.0637557553,-28.2314147872,0.0
364.63,8041.03,-34.65,-37.19,17.7603100636,-27.4742834207,0.0
336.08,8604.87,-39.25,-42.9,17.7979916784,-29.399556223,0.0
308.13,9193.58,-43.83,-53.16,19.0125261849,-32.1612357874,0.0
280.9,9807.78,-48.94,-58.87,23.0456562911,-33.8343845213,0.0
254.5,10448.0,-54.16,-60.07,27.6744017532,-34.6919541521,0.0
229.07,11114.88,-59.26,-63.68,30.612251631,-35.6151651519,0.0
204.81,11809.24,-63.13,-67.32,31.5236396912,-36.0599278823,0.0
182.03,12531.96,-64.01,-71.1,28.5396039184,-34.9930116739,0.0
161.04,13283.92,-62.4,-76.61,25.6219671935,-32.1766313733,0.0
141.9,14065.97,-61.12,-81.4,24.7124849461,-32.1478106617,0.0
124.52,14878.92,-59.66,-86.6,23.8247705793,-33.2903613177,0.0
108.79,15723.54,-58.66,-85.43,18.0281447412,-30.9133703407,0.0
94.56,16600.44,-59.95,-84.39,13.8972482575,-25.1229789994,0.0
81.78,17505.85,-59.85,-83.99,14.9612094895,-23.6115132787,0.0
70.61,18425.02,-58.7,-84.21,11.4304416855,-19.7741875804,0.0
60.95,19346.68,-59.41,-84.75,10.9638953653,-16.9152165776,0.0
52.6,20270.0,-58.33,-85.06,10.0119416025,-17.6744476773,0.0
45.42,21194.61,-57.31,-85.36,5.58390486157,-15.9629899537,0.0
39.24,22120.19,-56.38,-85.73,4.63453410818,-11.0197367267,0.0
33.91,23046.45,-55.76,-85.98,6.28910822892,-10.0062890663,0.0
29.33,23973.18,-54.09,-85.88,9.73444813495,-5.29197550412,0.0
25.38,24900.17,-53.44,-85.97,8.82619143458,-5.27609186305,0.0
21.99,25827.33,-51.77,-86.38,5.77657211174,-2.50932777376,0.0
19.06,26754.56,-50.95,-87.21,7.35289607074,-7.04871074576,0.0
16.54,27681.82,-48.13,-87.42,4.83127968161,-9.71126159475,0.0
14.37,28609.09,-46.91,-88.08,7.24521028876,-8.40848045326,0.0
12.5,29536.36,-44.42,-89.15,6.75608002826,-5.05235476923,0.0


MEM = DETERMINISTIC
TIME = 160505/0600
STID = ABR SLAT = 45.45 SLON = -98.42 MALT = -999

PRES, HGHT, TEMP, DEWP, UWIN, VWIN, OMGA
967.42,420.5,13.02,5.91,5.12189718214,8.03048617463,0.0
961.36,473.6,16.35,5.73,11.1038879252,14.5601149303,0.0
953.99,539.27,18.4,5.17,13.342890445,16.7083683863,0.0
945.27,617.95,18.82,4.8,14.6220250172,15.46776473,0.0
935.17,710.1,18.82,4.72,14.9929818979,11.2080231316,0.0
923.67,816.15,18.47,4.62,15.2056252123,7.35723569408,0.0
910.77,936.53,17.95,4.81,15.2888712425,3.4230715261,0.0
896.48,1071.68,17.41,3.79,15.0181703633,-0.482460264866,0.0
880.8,1222.02,16.51,2.77,13.7453503035,-2.92918745076,0.0
863.76,1387.97,15.52,1.88,11.0599582681,-4.88494190081,0.0
845.38,1569.95,14.49,0.78,7.8408257532,-6.44052688397,0.0
825.69,1768.36,12.84,0.26,6.41128441593,-7.20092704174,0.0
804.73,1983.62,11.05,-0.69,5.43383384899,-7.75167730837,0.0
782.54,2216.12,9.17,-2.1,4.53603426331,-8.26467773414,0.0
759.19,2466.26,7.15,-3.59,4.3783885148,-9.83864260809,0.0
734.75,2734.44,5.22,-5.3,3.46987266052,-12.2704438645,0.0
709.32,3021.02,3.24,-6.47,2.50263138921,-13.29567384,0.0
683.01,3326.4,1.44,-11.04,1.16428370246,-12.5031437841,0.0
655.91,3650.96,-0.74,-15.53,-0.489052383989,-12.3920813965,0.0
628.11,3995.08,-3.29,-16.14,-0.532958097799,-13.810454479,0.0
599.71,4359.14,-6.11,-16.72,0.0,-14.5399567852,0.0
570.81,4743.54,-9.0,-17.75,1.59012264568,-15.0783739318,0.0
541.54,5148.68,-12.02,-19.8,3.16693164492,-16.1569114426,0.0
512.02,5574.99,-15.24,-22.8,5.2185677195,-17.3284424156,0.0
482.35,6022.92,-18.72,-26.96,8.19074711869,-18.8644338369,0.0
452.65,6492.97,-22.55,-30.26,10.3820857145,-21.6885098104,0.0
423.02,6985.64,-26.72,-32.57,10.2200372029,-24.6125799895,0.0
393.61,7501.47,-30.74,-34.24,9.97452665754,-27.3157498748,0.0
364.56,8041.03,-34.96,-38.94,11.0503078024,-28.9682331579,0.0
335.97,8604.87,-39.69,-45.84,13.4960947967,-30.1850307064,0.0
307.96,9193.58,-44.65,-53.7,18.096396719,-31.4578918549,0.0
280.66,9807.78,-49.52,-61.54,21.6347313021,-34.1567303316,0.0
254.25,10448.0,-54.12,-61.97,18.4892122206,-37.8917164859,0.0
228.92,11114.88,-57.92,-65.53,11.3662039887,-40.6817539815,0.0
204.86,11809.24,-61.06,-69.18,10.8884255513,-45.5637027929,0.0
182.26,12531.96,-62.57,-72.91,12.7781668832,-46.4224875477,0.0
161.31,13283.92,-62.56,-78.11,15.2874152149,-43.3144270014,0.0
142.14,14065.97,-60.84,-84.62,17.5441360745,-38.2315347312,0.0
124.73,14878.92,-59.8,-87.74,17.5607753219,-31.2035458217,0.0
108.94,15723.54,-59.76,-86.05,13.9218594088,-27.8985382266,0.0
94.64,16600.44,-60.28,-84.52,14.3183938918,-23.1653646131,0.0
81.83,17505.85,-60.25,-83.98,15.8464918543,-19.1823690065,0.0
70.63,18425.02,-59.31,-84.24,13.3109326939,-17.1294638361,0.0
60.95,19346.68,-59.48,-84.8,8.7196876733,-15.9466519467,0.0
52.58,20270.0,-59.33,-85.01,7.1829439063,-15.6744522726,0.0
45.38,21194.61,-57.45,-85.16,7.57540507569,-9.14733568127,0.0
39.19,22120.19,-57.39,-85.82,7.81527986844,-8.52589341433,0.0
33.85,23046.45,-56.61,-86.21,2.45752467386,-13.1063629131,0.0
29.26,23973.18,-54.84,-86.33,1.57289215054,-10.4372233279,0.0
25.32,24900.17,-53.36,-86.18,-0.447341567922,-6.04827426581,0.0
21.93,25827.33,-52.36,-86.29,4.13474545722,-4.98032497534,0.0
19.0,26754.56,-51.04,-86.99,6.13290142991,-3.68210587844,0.0
16.48,27681.82,-49.5,-87.49,4.32051732504,-0.67966555239,0.0
14.32,28609.09,-47.58,-88.14,4.96845859717,-2.31577466173,0.0
12.44,29536.36,-46.06,-89.21,7.67768200181,-3.85643617185,0.0


MEM = DETERMINISTIC
TIME = 160505/0900
STID = ABR SLAT = 45.45 SLON = -98.42 MALT = -999

PRES, HGHT, TEMP, DEWP, UWIN, VWIN, OMGA
966.54,420.5,9.62,7.26,3.23450179147,7.81263454938,0.0
960.42,473.6,13.38,6.23,12.4008224132,10.3209801721,0.0
952.99,539.27,16.32,5.2,20.7792961212,11.7085316293,0.0
944.24,617.95,18.68,3.97,25.2244901027,12.1343055192,0.0
934.16,710.1,19.42,3.94,25.4516399349,10.7826162703,0.0
922.7,816.15,19.27,3.83,21.697610987,8.12967413593,0.0
909.84,936.53,18.75,3.71,17.3470333018,5.98322417339,0.0
895.6,1071.68,18.31,2.92,15.0600673627,3.37736484292,0.0
879.98,1222.02,17.32,1.96,14.5252107966,2.23045367863,0.0
862.99,1387.97,16.26,0.42,12.7808920219,1.49688699213,0.0
844.66,1569.95,14.9,-1.2,11.9467669853,-0.433892296405,0.0
825.02,1768.36,13.35,-2.52,11.5322771647,-2.67303831999,0.0
