MEM = DETERMINISTIC
TIME = 160503/0000
STID = ABR SLAT = 45.45 SLON = -98.42 MALT = -999

PRES, HGHT, TEMP, DEWP, UWIN, VWIN, OMGA
677.34,3326.4,-2.56,-9.9,4.58205467717,-37.1569903218,0.0
650.15,3650.96,-3.2,-13.04,3.33823310632,-41.5811172483,0.0
622.41,3995.08,-4.59,-15.4,3.19608263058,-42.6059932149,0.0
594.16,4359.14,-6.83,-17.94,3.63045843917,-40.6784891624,0.0
565.46,4743.54,-9.66,-19.96,4.74026998408,-38.6064009125,0.0
536.37,5148.68,-12.96,-21.8,7.06579977725,-37.181225878,0.0
507.0,5574.99,-16.52,-23.78,9.52006353406,-37.0513518041,0.0
477.47,6022.92,-20.31,-24.68,10.2156333481,-37.651717073,0.0
447.89,6492.97,-24.14,-27.09,8.81617233132,-38.4625806543,0.0
418.41,6985.64,-27.98,-31.11,6.36693208292,-39.5731573493,0.0
389.18,7501.47,-32.0,-36.28,4.55640184463,-41.0741833982,0.0
360.3,8041.03,-36.27,-41.99,3.61289571549,-44.1331421834,0.0
331.92,8604.87,-40.52,-47.26,3.55679639582,-49.498725204,0.0
304.17,9193.58,-45.11,-51.48,0.239774682489,-54.9519606243,0.0
277.15,9807.78,-50.24,-55.48,-9.40667240263,-61.9792169189,0.0
251.0,10448.0,-54.67,-59.21,-18.6548661942,-71.3109109635,0.0
225.91,11114.88,-58.89,-62.62,-17.2364884772,-74.3633044761,0.0
202.08,11809.24,-61.62,-65.49,-10.2692987161,-71.4406349463,0.0
179.76,12531.96,-62.54,-68.43,-4.60686678446,-57.5090789208,0.0
159.21,13283.92,-59.82,-73.91,6.62414624371,-39.3732313265,0.0
140.48,14065.97,-59.13,-78.51,14.6165746521,-25.1845131639,0.0
123.4,14878.92,-58.36,-84.02,11.7850462949,-26.457219057,0.0
107.92,15723.54,-56.92,-84.41,13.552985594,-18.4569048976,0.0
93.95,16600.44,-56.8,-84.05,15.4983550806,-14.5895973605,0.0
81.43,17505.85,-56.72,-84.5,17.7974804523,-14.0656931827,0.0
70.43,18425.02,-56.5,-85.42,16.2237784793,-11.0215295949,0.0
60.9,19346.68,-56.4,-86.06,15.983509418,-5.92834163152,0.0
52.65,20270.0,-56.14,-86.32,12.751543395,-9.91608709854,0.0
45.51,21194.61,-56.75,-86.06,10.1357074528,-9.07829681689,0.0
39.33,22120.19,-55.49,-86.01,8.8200444341,-1.88602381693,0.0
34.02,23046.45,-54.83,-86.47,9.14534378974,-0.431283465027,0.0
29.43,23973.18,-54.26,-87.1,6.52368603948,-2.73962590749,0.0
25.48,24900.17,-52.15,-87.41,6.24396864473,-3.15952884534,0.0
22.08,25827.33,-51.21,-87.53,7.16106807679,-1.25367054225,0.0
19.15,26754.56,-50.22,-87.91,9.15830589336,2.68675381071,0.0
16.62,27681.82,-48.96,-88.83,13.2921272139,4.74095726798,0.0
14.43,28609.09,-47.86,-89.87,15.1762907545,2.21398138665,0.0
12.55,29536.36,-45.4,-90.58,13.7370731886,0.402907496793,0.0


MEM = DETERMINISTIC
TIME = 160503/2100
STID = ABR SLAT = 45.45 SLON = -98.42 MALT = -999

PRES, HGHT, TEMP, DEWP, UWIN, VWIN, OMGA
963.66,420.5,20.84,2.9,4.15772600621,-21.1921065549,0.0
957.75,473.6,20.1,2.46,4.63925506134,-23.4945073803,0.0
950.46,539.27,19.38,2.21,4.87732014209,-24.4975978321,0.0
941.78,617.95,18.56,1.99,5.04259218661,-25.0988919917,0.0
931.69,710.1,17.62,1.76,5.22076666203,-25.6379830542,0.0
920.16,816.15,16.55,1.5,5.41341234414,-26.0945055703,0.0
907.2,936.53,15.34,1.23,5.61591273569,-26.4889839756,0.0
892.81,1071.68,14.0,0.93,5.83770167585,-26.8190915238,0.0
876.99,1222.02,12.52,0.62,6.06092441259,-27.0484840101,0.0
859.76,1387.97,10.89,0.28,6.2974474911,-27.2338668535,0.0
841.14,1569.95,9.11,-0.1,6.58485354568,-27.385772486,0.0
821.17,1768.36,7.18,-0.58,6.98584292931,-27.5269588057,0.0
799.89,1983.62,5.32,-3.17,8.65750948422,-27.9851840367,0.0
777.39,2216.12,3.9,-5.67,10.7058142131,-28.3920450744,0.0
753.77,2466.26,2.48,-6.77,13.0028511474,-29.4257550317,0.0
729.11,2734.44,1.15,-8.83,14.3964916426,-31.6341011822,0.0
703.52,3021.02,-0.24,-10.63,14.1786272348,-34.6917306657,0.0
677.11,3326.4,-1.54,-12.85,12.248574631,-38.7767080162,0.0
649.99,3650.96,-3.02,-14.55,11.42101916,-42.9837219207,0.0
622.25,3995.08,-4.82,-16.1,11.0252642776,-46.9695786146,0.0
593.98,4359.14,-7.11,-17.77,9.17724262586,-48.8495254162,0.0
565.26,4743.54,-9.88,-19.43,6.98690987077,-48.3661968248,0.0
536.18,5148.68,-12.91,-21.51,6.62098185309,-46.0033046302,0.0
506.84,5574.99,-16.14,-24.49,8.60342038217,-42.8224831476,0.0
477.36,6022.92,-19.84,-27.14,10.8137090825,-41.0733442006,0.0
447.84,6492.97,-23.76,-29.96,10.8643494404,-41.4419035565,0.0
418.4,6985.64,-27.63,-34.01,10.1500997373,-43.9999469676,0.0
389.21,7501.47,-31.45,-38.76,9.0862624681,-48.7874413326,0.0
360.41,8041.03,-35.56,-43.47,6.60594974892,-52.4386780595,0.0
332.08,8604.87,-40.19,-46.68,0.771334941786,-55.9385267159,0.0
304.36,9193.58,-44.76,-50.86,-5.79007132279,-62.7724068651,0.0
277.4,9807.78,-49.08,-57.41,-11.9522404219,-70.6658886761,0.0
251.36,10448.0,-53.44,-61.3,-16.2935088751,-76.067200371,0.0
226.35,11114.88,-57.94,-63.34,-15.2167377611,-78.4294837437,0.0
202.52,11809.24,-61.86,-66.33,-8.10458286143,-75.9619621958,0.0
180.09,12531.96,-63.38,-69.15,-3.58983243818,-66.499287717,0.0
159.4,13283.92,-61.44,-74.69,5.6836514539,-44.3064834981,0.0
140.54,14065.97,-59.99,-79.71,12.7063765178,-34.7405923688,0.0
123.42,14878.92,-58.06,-83.29,15.3095922918,-28.1615876746,0.0
107.96,15723.54,-56.58,-84.32,12.3728761575,-20.731005447,0.0
93.99,16600.44,-56.99,-84.41,18.3950038772,-13.9929536366,0.0
81.47,17505.85,-56.25,-84.28,15.3883581554,-14.5928011968,0.0
70.48,18425.02,-56.24,-85.5,14.2844562987,-9.82845100406,0.0
60.94,19346.68,-56.88,-85.8,17.6679101397,-6.30168562479,0.0
52.69,20270.0,-55.57,-85.75,17.4690316879,-7.35048115586,0.0
45.57,21194.61,-55.59,-85.86,17.0229158061,-4.66333022462,0.0
39.41,22120.19,-54.82,-85.94,15.2505217445,-4.89640686557,0.0
34.09,23046.45,-54.57,-86.42,11.5050917448,-5.17542118282,0.0
29.49,23973.18,-54.45,-86.99,9.59789823137,-5.4967681452,0.0
25.52,24900.17,-53.82,-87.52,8.9805890309,1.97122445354,0.0
22.09,25827.33,-52.78,-87.69,10.3564092511,1.7107785031,0.0
19.15,26754.56,-51.07,-87.96,12.5517732922,-0.370335318513,0.0
16.61,27681.82,-49.22,-88.65,17.450071,-2.77630916412,0.0
14.43,28609.09,-46.56,-89.83,19.6813203098,-5.4063590205,0.0
12.56,29536.36,-44.45,-90.59,19.6840794708,-5.17136619032,0.0


MEM = DETERMINISTIC
TIME = 160504/0000
STID = ABR SLAT = 45.45 SLON = -98.42 MALT = -999

PRES, HGHT, TEMP, DEWP, UWIN, VWIN, OMGA
965.45,420.5,18.27,0.99,-0.609960081337,-18.8843202113,0.0
959.47,473.6,17.73,0.23,-0.958320350325,-24.6098580161,0.0
952.11,539.27,17.09,-0.12,-1.0972258457,-26.510781061,0.0
943.34,617.95,16.31,-0.41,-1.19240699221,-27.8686705469,0.0
933.15,710.1,15.41,-0.66,-1.22561055312,-28.7622360059,0.0
921.51,816.15,14.37,-0.89,-1.1838526972,-29.3476222536,0.0
908.43,936.53,13.2,-1.09,-1.02237676117,-29.7232427822,0.0
893.91,1071.68,11.9,-1.23,-0.5959608355,-29.9487145524,0.0
877.94,1222.02,10.48,-1.26,0.793542424739,-29.9052401384,0.0
860.57,1387.97,8.94,-1.48,2.81321697206,-29.4317304388,0.0
841.8,1569.95,7.26,-2.26,3.9023914709,-29.1307059646,0.0
821.68,1768.36,5.53,-4.19,4.69823233471,-29.0720585182,0.0
800.26,1983.62,3.99,-9.28,5.53400277983,-29.6565537997,0.0
777.64,2216.12,3.2,-28.85,6.3138440569,-35.1260446375,0.0
753.93,2466.26,2.18,-33.54,7.29240590781,-36.998768821,0.0
729.22,2734.44,1.3,-34.72,7.88816518804,-38.3262525034,0.0
703.65,3021.02,0.78,-30.91,6.92579604789,-41.254218424,0.0
677.31,3326.4,-0.3,-22.93,5.90524003981,-44.3167152592,0.0
650.29,3650.96,-1.76,-18.7,7.61686299452,-46.3611852854,0.0
622.65,3995.08,-3.84,-18.22,8.98026798437,-47.1656549785,0.0
594.43,4359.14,-6.52,-19.36,8.90196868913,-47.3387379931,0.0
565.73,4743.54,-9.68,-21.57,8.20997615253,-47.7792468118,0.0
536.61,5148.68,-13.2,-21.91,7.31651756693,-48.4353915208,0.0
507.21,5574.99,-16.7,-23.36,6.7416291672,-47.9691840558,0.0
477.67,6022.92,-19.9,-27.38,7.523806092,-47.1835971627,0.0
448.16,6492.97,-23.12,-32.6,8.26264640852,-48.0857696462,0.0
418.78,6985.64,-26.82,-37.53,7.37546613616,-49.3503962474,0.0
389.64,7501.47,-31.02,-41.53,4.45896514676,-52.1184608835,0.0
360.86,8041.03,-34.92,-50.04,-0.153127021886,-58.4900802612,0.0
332.6,8604.87,-38.9,-57.42,-3.00053087555,-65.3220511262,0.0
304.98,9193.58,-43.6,-52.75,-3.381395832,-69.1376627548,0.0
278.07,9807.78,-48.36,-54.37,-2.65339564047,-71.67876696,0.0
252.03,10448.0,-52.95,-59.2,-2.63586078529,-74.7332282231,0.0
227.01,11114.88,-57.57,-64.38,-2.66226496788,-77.0079903688,0.0
203.12,11809.24,-62.04,-68.22,-1.94233395744,-77.8072935336,0.0
180.53,12531.96,-65.14,-69.43,0.431508298079,-70.6379907954,0.0
159.62,13283.92,-63.36,-74.68,3.99592450336,-54.8070073596,0.0
140.7,14065.97,-58.47,-81.77,11.7398350423,-36.9192017869,0.0
123.61,14878.92,-58.65,-83.45,14.9520105581,-31.9772204165,0.0
108.1,15723.54,-56.52,-84.7,18.2630068473,-31.0912316001,0.0
94.12,16600.44,-56.88,-84.39,10.5578994937,-23.960611353,0.0
81.6,17505.85,-55.51,-84.28,15.3466316313,-14.9448072039,0.0
70.61,18425.02,-56.69,-85.37,18.1985698411,-16.3918181118,0.0
61.04,19346.68,-57.08,-86.03,23.0546517754,-13.2516590068,0.0
52.77,20270.0,-55.68,-85.48,18.4776780411,-11.9126157829,0.0
45.63,21194.61,-55.69,-85.77,16.2749979663,-11.2903678255,0.0
39.45,22120.19,-56.0,-85.89,14.287549075,-8.0637668528,0.0
34.11,23046.45,-55.06,-86.3,13.9129260054,-4.6093433135,0.0
29.51,23973.18,-53.57,-86.83,13.2776569475,-2.97520833717,0.0
25.56,24900.17,-51.77,-87.3,13.0170070124,-2.06169137036,0.0
22.16,25827.33,-49.86,-87.51,13.2820130318,-3.82110286092,0.0
19.24,26754.56,-48.53,-87.7,14.5219465042,-5.45265630453,0.0
16.72,27681.82,-47.08,-88.06,14.859322752,-7.22491668432,0.0
14.54,28609.09,-44.93,-89.11,13.3612877911,-8.51207909779,0.0
12.66,29536.36,-43.36,-90.21,12.1082570424,-7.32435867602,0.0


MEM = DETERMINISTIC
TIME = 160504/0300
STID = ABR SLAT = 45.45 SLON = -98.42 MALT = -999

PRES, HGHT, TEMP, DEWP, UWIN, VWIN, OMGA
967.43,420.5,12.66,0.56,-2.04999011024,-10.3342726113,0.0
961.33,473.6,13.52,0.72,-7.14723464783,-18.6191828239,0.0
953.85,539.27,13.5,0.03,-8.93075246064,-20.7469418428,0.0
944.97,617.95,13.07,-1.89,-10.1394330489,-23.4645475918,0.0
934.64,710.1,12.36,-3.25,-10.109240061,-24.784300719,0.0
922.86,816.15,11.51,-3.1,-9.2358056724,-24.8741896471,0.0
909.63,936.53,10.47,-1.77,-7.10908930748,-24.6947107003,0.0
894.95,1071.68,9.36,-1.6,-4.64880074726,-26.7743597514,0.0
878.83,1222.02,8.2,-3.49,-1.90527863447,-30.2835366956,0.0
861.29,1387.97,6.81,-2.03,1.16927021027,-29.8929072606,0.0
842.38,1569.95,5.53,-5.18,2.36458570264,-30.6605749577,0.0
822.14,1768.36,4.85,-12.84,3.10912570892,-34.3628707612,0.0
800.67,1983.62,4.26,-21.0,2.80944369268,-35.071237482,0.0
778.05,2216.12,3.43,-25.85,1.87304855064,-36.2237449406,0.0
754.34,2466.26,2.12,-25.79,1.92323741856,-37.1943704749,0.0
729.63,2734.44,1.64,-31.72,2.73871120695,-39.4623153295,0.0
704.09,3021.02,1.41,-29.73,1.95051051089,-42.9535768432,0.0
677.79,3326.4,0.21,-20.81,2.93239585416,-45.4692551631,0.0
650.79,3650.96,-1.61,-16.61,3.72401012383,-46.7959002349,0.0
623.12,3995.08,-4.19,-16.44,4.58860288095,-47.4807346661,0.0
594.83,4359.14,-7.26,-17.51,5.80697795852,-48.4828498756,0.0
566.03,4743.54,-10.58,-18.84,7.51939097949,-49.4859700983,0.0
536.82,5148.68,-13.84,-20.16,8.28713978778,-49.3632028075,0.0
507.36,5574.99,-16.84,-23.42,9.02202119355,-49.2539534696,0.0
477.8,6022.92,-19.98,-27.98,9.34024156244,-49.6693780396,0.0
448.26,6492.97,-23.26,-34.81,7.92222117957,-51.1744355158,0.0
418.87,6985.64,-26.76,-42.35,4.22932283251,-54.9649555419,0.0
389.77,7501.47,-30.3,-49.4,1.04283133936,-60.3473617743,0.0
361.05,8041.03,-34.3,-49.75,0.659573914964,-65.1543288727,0.0
332.84,8604.87,-38.59,-51.99,2.06097870059,-68.2367013272,0.0
305.24,9193.58,-43.05,-53.4,3.19813759279,-70.1582462945,0.0
278.38,9807.78,-47.8,-55.98,3.37090138963,-71.7459085408,0.0
252.36,10448.0,-52.72,-60.93,4.98150043481,-73.6394754597,0.0
227.32,11114.88,-57.53,-66.12,6.2557602779,-74.6541194797,0.0
203.42,11809.24,-61.58,-69.57,7.08858741715,-73.349415289,0.0
180.87,12531.96,-64.22,-71.05,6.12335331706,-69.7099794882,0.0
159.95,13283.92,-63.63,-73.69,5.91208262591,-58.8159211761,0.0
140.96,14065.97,-59.23,-81.39,8.07156636859,-41.0652366704,0.0
123.82,14878.92,-58.14,-83.85,10.338762692,-29.1472547661,0.0
108.27,15723.54,-57.71,-83.53,10.7735976142,-26.2556917248,0.0
94.21,16600.44,-57.42,-84.24,13.1456276345,-23.7838214461,0.0
81.61,17505.85,-57.55,-84.22,9.62146176899,-14.0728561864,0.0
70.52,18425.02,-58.74,-85.11,15.7315954486,-14.9652968964,0.0
60.92,19346.68,-56.71,-86.21,12.5010708945,-18.2027797991,0.0
52.66,20270.0,-56.25,-85.95,14.7317730684,-15.7647618509,0.0
45.53,21194.61,-55.75,-85.48,12.8833038691,-14.6854213176,0.0
39.37,22120.19,-55.01,-85.68,13.3741785154,-13.0695550977,0.0
34.08,23046.45,-52.73,-86.0,14.1138320736,-13.3095072478,0.0
29.52,23973.18,-52.34,-86.62,12.9449254465,-16.2798330864,0.0
25.59,24900.17,-50.79,-87.16,12.4532101673,-13.6619293775,0.0
22.19,25827.33,-50.21,-87.51,17.0673652386,-13.2006779283,0.0
19.27,26754.56,-48.39,-87.5,17.2429445471,-10.3278659575,0.0
16.73,27681.82,-47.57,-87.85,14.4919669474,-2.76711199889,0.0
14.55,28609.09,-46.09,-88.82,10.9037734556,1.96779309329,0.0
12.66,29536.36,-44.3,-89.97,9.16266626399,4.44915168759,0.0


MEM = DETERMINISTIC
TIME = 160504/0600
STID = ABR SLAT = 45.45 SLON = -98.42 MALT = -999

PRES, HGHT, TEMP, DEWP, UWIN, VWIN, OMGA
969.07,420.5,9.2,1.12,1.49049041186,-9.13186133328,0.0
962.9,473.6,10.7,1.26,-3.93663712409,-15.6262298085,0.0
955.34,539.27,11.02,0.41,-6.3906715284,-18.6869068718,0.0
946.36,617.95,10.9,-0.87,-9.32216594141,-22.775065524,0.0
935.95,710.1,10.46,-1.54,-9.62888540744,-23.3845925483,0.0
924.08,816.15,9.66,-2.34,-9.19923935924,-23.8280027604,0.0
910.75,936.53,8.85,-4.29,-8.29273511491,-24.7126823109,0.0
895.97,1071.68,8.13,-7.42,-6.70111870317,-26.8168938756,0.0
879.76,1222.02,7.29,-4.39,-4.34389026571,-30.0701533959,0.0
862.15,1387.97,5.96,-2.39,-2.11297336043,-30.7568792443,0.0
843.16,1569.95,4.79,-5.13,-1.22187856858,-30.8246041021,0.0
822.84,1768.36,3.96,-14.3,-1.12798336066,-30.1862758102,0.0
801.3,1983.62,3.53,-18.51,0.804202113654,-30.5077607187,0.0
778.63,2216.12,3.37,-24.24,3.32646081499,-33.3268395335,0.0
754.91,2466.26,2.69,-29.24,3.30732936875,-36.0624810262,0.0
730.23,2734.44,2.19,-31.06,2.10977450911,-38.9558700939,0.0
704.69,3021.02,1.2,-22.25,1.87002199747,-42.490186879,0.0
678.35,3326.4,-0.32,-13.5,2.60472802428,-45.4502614164,0.0
651.27,3650.96,-2.54,-11.23,3.44667785966,-46.2713768989,0.0
623.49,3995.08,-5.21,-13.68,3.68045644434,-45.8438599299,0.0
595.1,4359.14,-7.97,-16.29,3.55636219683,-45.6976773476,0.0
566.24,4743.54,-10.75,-18.16,3.08280991603,-46.413931308,0.0
537.02,5148.68,-13.63,-22.26,3.04760061395,-48.3056868766,0.0
507.56,5574.99,-16.74,-26.84,3.22568500865,-50.8459475243,0.0
477.99,6022.92,-19.98,-33.16,3.55356742993,-53.2205879322,0.0
448.45,6492.97,-23.02,-41.32,3.77068529377,-56.0309336956,0.0
419.1,6985.64,-26.11,-45.07,4.20861204014,-59.2935901814,0.0
390.04,7501.47,-29.86,-43.02,4.82803020645,-61.8983870662,0.0
361.35,8041.03,-34.04,-48.68,5.5523022395,-64.2378156364,0.0
333.14,8604.87,-38.29,-57.52,6.57001120529,-67.2478567333,0.0
305.54,9193.58,-43.06,-54.81,7.56815789151,-69.2159832674,0.0
278.64,9807.78,-47.94,-55.8,9.22943084681,-70.4846995872,0.0
252.59,10448.0,-52.68,-62.15,11.8082338606,-71.9510922265,0.0
227.53,11114.88,-57.6,-65.04,13.6465427285,-72.9901091491,0.0
203.59,11809.24,-61.84,-70.14,13.8831995367,-72.0944329995,0.0
181.02,12531.96,-63.87,-72.52,11.4754749982,-65.481561846,0.0
160.13,13283.92,-63.11,-71.74,10.2368341665,-55.612109066,0.0
141.07,14065.97,-60.78,-79.74,10.2510729333,-43.6371511947,0.0
123.82,14878.92,-59.21,-84.12,9.61657905815,-31.0661474739,0.0
108.19,15723.54,-59.0,-84.32,10.7756282266,-24.6292789392,0.0
94.07,16600.44,-58.55,-84.26,14.6238479368,-20.2020535864,0.0
81.45,17505.85,-57.7,-84.29,12.4676686136,-14.8373401022,0.0
70.4,18425.02,-57.84,-85.27,20.1403460021,-15.9916782054,0.0
60.84,19346.68,-56.59,-86.03,11.8324132007,-19.3998289394,0.0
52.59,20270.0,-56.48,-86.3,8.47167703862,-13.4788663574,0.0
45.47,21194.61,-55.56,-85.72,3.69630034134,-8.96789682881,0.0
39.31,22120.19,-55.4,-85.56,8.42189120069,-6.36249708197,0.0
34.01,23046.45,-54.42,-85.95,8.99735785374,-10.6695788982,0.0
29.42,23973.18,-54.71,-86.47,5.69541774792,-8.81726671587,0.0
25.45,24900.17,-54.65,-86.93,4.55922089212,-6.39415224845,0.0
22.02,25827.33,-52.55,-87.48,7.94377713794,-6.43733641978,0.0
19.1,26754.56,-49.39,-87.54,10.1601642544,-6.29956873523,0.0
16.59,27681.82,-47.49,-87.86,15.2610900596,-5.35333001662,0.0
14.42,28609.09,-46.04,-88.73,20.1460745552,-7.61658568128,0.0
12.54,29536.36,-44.72,-89.78,25.0063774647,-9.10157706398,0.0


MEM = DETERMINISTIC
TIME = 160504/0900
STID = ABR SLAT = 45.45 SLON = -98.42 MALT = -999

PRES, HGHT, TEMP, DEWP, UWIN, VWIN, OMGA
969.85,420.5,6.68,1.67,2.43391653881,-8.62425518383,0.0
963.62,473.6,8.26,1.25,-0.0714488540937,-13.6456012667,0.0
955.99,539.27,8.52,1.18,-2.60521998262,-14.6404211953,0.0
946.94,617.95,8.72,0.84,-7.72614279316,-15.1307522222,0.0
936.44,710.1,8.3,0.75,-8.96032762028,-14.9124894136,0.0
924.48,816.15,7.64,0.33,-8.27682893264,-14.9256505016,0.0
911.06,936.53,7.24,-0.41,-3.1928439051,-15.7354973494,0.0
896.21,1071.68,6.92,-3.39,-2.30272722396,-17.0089795199,0.0
879.94,1222.02,6.25,-4.95,-1.29820729995,-23.8934838416,0.0
862.27,1387.97,5.32,-3.54,-0.546267394165,-24.8363258164,0.0
843.25,1569.95,5.04,-13.61,0.454931086452,-26.0629844875,0.0
822.97,1768.36,4.94,-15.55,1.14334573053,-28.843438621,0.0
801.48,1983.62,4.37,-19.0,0.617593745539,-32.164697653,0.0
778.85,2216.12,3.66,-25.66,0.870489136532,-34.6283693469,0.0
755.16,2466.26,3.05,-30.38,2.00505234368,-37.3847150576,0.0
730.5,2734.44,2.23,-22.44,2.20726878863,-40.6247454756,0.0
704.95,3021.02,0.92,-13.07,1.84627761243,-43.3278518091,0.0
678.57,3326.4,-0.85,-9.52,2.38383911812,-43.5936179056,0.0
651.44,3650.96,-3.0,-11.69,3.30761377977,-42.5974798914,0.0
623.62,3995.08,-5.34,-15.3,4.11183204511,-42.625029004,0.0
595.22,4359.14,-7.97,-16.71,3.76271816916,-43.7109181167,0.0
566.35,4743.54,-10.67,-20.28,2.71425366664,-44.7622756821,0.0
537.12,5148.68,-13.67,-23.61,2.54223541608,-44.908662325,0.0
507.64,5574.99,-16.89,-28.86,3.9747044314,-46.2680330927,0.0
478.1,6022.92,-19.25,-42.56,3.11136200988,-52.2162403998,0.0
448.62,6492.97,-22.41,-40.9,2.75943170115,-56.4206818212,0.0
419.29,6985.64,-26.16,-40.89,3.11004750819,-58.3686063938,0.0
390.21,7501.47,-29.87,-47.5,2.25775270547,-60.1390598293,0.0
361.52,8041.03,-33.94,-50.01,2.14786894552,-63.4107179157,0.0
333.3,8604.87,-38.24,-60.05,2.77552145838,-66.4993387668,0.0
305.66,9193.58,-43.57,-58.77,7.22071403154,-66.3599279159,0.0
278.68,9807.78,-48.59,-57.9,11.3901851428,-66.916582816,0.0
252.56,10448.0,-53.25,-59.88,14.1088138664,-69.5333720646,0.0
227.46,11114.88,-57.66,-64.92,16.4104961677,-70.4641928645,0.0
203.55,11809.24,-61.3,-69.73,19.6775348094,-68.3086370342,0.0
181.05,12531.96,-63.32,-73.09,19.2418546335,-63.491727059,0.0
160.17,13283.92,-63.21,-73.75,15.914844181,-53.6931991237,0.0
141.05,14065.97,-62.31,-76.33,13.7142355915,-42.0830830087,0.0
123.69,14878.92,-60.57,-82.21,10.7761774479,-31.8551512743,0.0
108.01,15723.54,-59.57,-84.53,18.3119598477,-24.7291357311,0.0
93.89,16600.44,-58.45,-84.35,15.7801671563,-21.0401445698,0.0
81.3,17505.85,-57.78,-84.73,21.553905234,-20.6333754938,0.0
70.29,18425.02,-56.61,-85.04,13.1787896617,-22.3999567612,0.0
60.77,19346.68,-56.67,-85.95,14.8086582526,-14.466309779,0.0
52.53,20270.0,-56.31,-86.18,9.02577232895,-9.03522904802,0.0
45.4,21194.61,-57.07,-86.04,16.6717286437,-5.03984231675,0.0
39.21,22120.19,-57.27,-85.85,13.1679293359,-9.94799267513,0.0
33.87,23046.45,-56.36,-85.85,9.74277706127,-8.99037591452,0.0
29.28,23973.18,-55.43,-86.34,6.94562877881,-6.85410414221,0.0
25.34,24900.17,-52.61,-86.5,7.4826505572,-7.38920669256,0.0
21.95,25827.33,-51.34,-87.41,9.42565906404,-6.07908046492,0.0
19.03,26754.56,-51.33,-87.52,9.27458482633,-8.14505424956,0.0
16.5,27681.82,-50.63,-87.81,12.4772316615,-8.30241462097,0.0
14.31,28609.09,-50.03,-88.62,17.9071324077,-7.90545430876,0.0
12.43,29536.36,-47.3,-89.29,18.2000628754,-8.48296179281,0.0


MEM = DETERMINISTIC
TIME = 160504/1200
STID = ABR SLAT = 45.45 SLON = -98.42 MALT = -999

PRES, HGHT, TEMP, DEWP, UWIN, VWIN, OMGA
971.27,420.5,4.54,1.33,2.59007339179,-6.20697884232,0.0
964.99,473.6,7.34,0.8,2.92425047197,-10.9287092657,0.0
957.32,539.27,7.74,0.92,0.556023657588,-12.583834179,0.0
948.23,617.95,7.48,1.2,-0.549066215007,-10.6186433454,0.0
937.68,710.1,7.46,1.01,0.217324079154,-8.70571116459,0.0
925.67,816.15,7.16,0.29,0.549131363193,-9.35322445329,0.0
912.21,936.53,6.51,-0.16,1.49764197779,-13.5437985595,0.0
897.3,1071.68,6.55,-6.97,-0.497329547172,-18.4987155131,0.0
880.99,1222.02,6.41,-13.98,-0.831936894243,-21.2688326513,0.0
863.3,1387.97,5.57,-12.26,0.404283556122,-22.4866467707,0.0
844.26,1569.95,5.23,-16.07,1.99836527855,-24.2547489119,0.0
823.95,1768.36,4.84,-18.85,1.94604252433,-28.2548770864,0.0
802.45,1983.62,4.64,-24.51,1.30541725695,-33.0779225991,0.0
779.82,2216.12,4.25,-25.46,0.314291294518,-37.514882149,0.0
756.15,2466.26,3.56,-18.04,-1.00339524681,-40.4778461792,0.0
731.49,2734.44,2.19,-9.3,-2.02389207165,-42.44421474,0.0
705.92,3021.02,0.75,-7.61,-2.77269977767,-44.1938840833,0.0
679.51,3326.4,-0.77,-11.58,-2.54096880825,-45.0255507346,0.0
652.33,3650.96,-3.15,-12.92,-1.04940228561,-43.8794618517,0.0
624.44,3995.08,-5.78,-14.53,1.99253295247,-42.0954179234,0.0
595.96,4359.14,-8.35,-20.18,3.75828570181,-40.901128043,0.0
567.02,4743.54,-10.76,-26.22,2.94117005902,-40.8315731818,0.0
537.78,5148.68,-12.95,-32.72,1.1435445155,-42.5353868258,0.0
508.37,5574.99,-15.58,-35.04,-0.316599400199,-45.3487868068,0.0
478.88,6022.92,-18.65,-36.17,-1.24459723136,-48.1718294968,0.0
449.42,6492.97,-22.02,-38.8,-2.23758977973,-51.2492317084,0.0
420.09,6985.64,-25.75,-44.62,-4.29543573237,-54.8233433397,0.0
390.99,7501.47,-29.56,-50.3,-6.24815047004,-58.2728983014,0.0
362.24,8041.03,-34.12,-47.85,-3.60853245367,-60.5599726078,0.0
333.93,8604.87,-38.89,-54.46,3.59168371563,-61.3593326176,0.0
306.16,9193.58,-44.12,-55.55,8.96149832945,-61.2790838744,0.0
279.09,9807.78,-48.99,-55.12,10.8419471138,-61.4877375558,0.0
252.9,10448.0,-53.41,-58.92,12.7160484225,-62.2787921737,0.0
227.75,11114.88,-57.68,-65.24,17.5012786709,-62.6825365579,0.0
203.82,11809.24,-61.24,-68.86,21.9136216419,-61.5066273023,0.0
181.29,12531.96,-63.32,-72.41,19.7830117624,-57.4540379536,0.0
160.34,13283.92,-64.06,-74.14,15.0976457968,-49.3513659639,0.0
141.14,14065.97,-62.84,-74.8,12.4278355533,-36.6112229521,0.0
123.75,14878.92,-60.35,-81.22,16.9250717024,-28.675817143,0.0
108.11,15723.54,-58.37,-84.52,18.7218692601,-24.5670702331,0.0
94.02,16600.44,-58.67,-84.68,21.5460631362,-27.0483321703,0.0
81.38,17505.85,-58.58,-84.8,12.7400041261,-28.62796369,0.0
