1 -1 117 33.4693 33.9642 0 936
1 -1 90 31.1821 31.6193 936 720
1 -1 178 32.7534 33.1047 1656 1424
1 -1 230 30.9932 31.5286 3080 1840
1 -1 269 31.4401 32.0517 4920 2152
1 -1 203 31.1952 31.6203 7072 1624
1 -1 269 34.1993 34.8604 8696 2152
1 -1 243 30.9946 31.2619 10848 1944
1 -1 92 33.5196 33.9199 12792 736
1 -1 87 30.9929 31.1999 13528 696
1 -1 214 31.3077 31.7744 14224 1712
1 -1 74 33.5241 34.0583 15936 592
1 -1 263 34.7319 35.008 16528 2104
1 -1 246 34.2992 34.805 18632 1968
1 -1 350 32.3076 32.7082 20600 2800
1 -1 773 30.2211 31.3189 23400 6184
1 -1 493 31.6176 32.1483 29584 3944
1 -1 111 32.8315 33.2469 33528 888
1 -1 507 33.7652 34.2605 34416 4056
1 -1 168 31.8803 32.3052 38472 1344
1 -1 301 31.698 32.3106 39816 2408
1 -1 657 31.1855 31.9914 42224 5256
1 -1 94 33.0903 33.4987 47480 752
1 -1 346 34.5662 34.9066 48232 2768
1 -1 417 31.1811 31.753 51000 3336
1 -1 424 33.858 34.3138 54336 3392
1 -1 610 32.0472 32.7295 57728 4880
1 -1 396 32.4061 32.7692 62608 3168
1 -1 342 33.8416 34.2008 65776 2736
1 -1 58 34.3046 34.5817 68512 464
1 -1 864 32.5178 33.1536 68976 6912
1 -1 376 32.4807 33.0068 75888 3008
1 -1 383 34.4646 34.9911 78896 3064
1 -1 383 34.4646 34.9911 81960 3064
1 -1 437 33.246 33.8432 85024 3496
1 -1 347 31.9616 32.4067 88520 2776
1 -1 289 32.232 32.5959 91296 2312
1 -1 432 34.4757 34.9921 93608 3456
1 -1 313 31.9899 32.5473 97064 2504
1 -1 329 34.0991 34.6001 99568 2632
1 -1 329 34.0991 34.6001 102200 2632
1 -1 339 30.228 31.1733 104832 2712
1 -1 339 30.228 31.1733 107544 2712
1 -1 339 30.228 31.1733 110256 2712
1 -1 422 31.2273 31.8318 112968 3376
1 -1 289 32.9912 33.534 116344 2312
1 -1 330 31.6164 32.0619 118656 2640
1 -1 274 32.0617 32.5104 121296 2192
1 -1 519 33.391 33.9894 123488 4152
1 -1 412 33.0189 33.5462 127640 3296
1 -1 393 32.3077 32.9959 130936 3144
1 -1 378 33.1029 33.6995 134080 3024
1 -1 342 31.1143 31.6993 137104 2736
1 -1 335 31.8271 32.2689 139840 2680
1 -1 160 31.5237 31.9646 142520 1280
1 -1 233 33.5561 33.9685 143800 1864
1 -1 137 32.7285 33.109 145664 1096
1 -1 197 33.9414 34.5262 146760 1576
1 -1 168 32.6601 33.0719 148336 1344
1 -1 156 32.493 33.1073 149680 1248
1 -1 201 33.0034 33.6098 150928 1608
1 -1 229 33.5129 34.0053 152536 1832
1 -1 106 33.9849 34.307 154368 848
1 -1 519 31.9651 32.5012 155216 4152
1 -1 278 30.9971 31.315 159368 2224
1 -1 183 32.4098 32.7479 161592 1464
1 -1 170 34.5508 34.999 163056 1360
1 -1 112 33.9147 34.3211 164416 896
1 -1 167 34.3047 34.686 165312 1336
1 -1 170 32.3073 32.8751 166648 1360
1 -1 77 33.1066 33.5012 168008 616
1 -1 1575 53.9553 56.8805 168624 12600
1 -1 1575 53.9553 56.8805 181224 12600
1 -1 1575 53.9553 56.8805 193824 12600
1 -1 1575 53.9553 56.8805 206424 12600
1 -1 1575 53.9553 56.8805 219024 12600
1 -1 1575 53.9553 56.8805 231624 12600
1 -1 1575 53.9553 56.8805 244224 12600
1 -1 1575 53.9553 56.8805 256824 12600
1 -1 1575 53.9553 56.8805 269424 12600
1 -1 1575 53.9553 56.8805 282024 12600
1 -1 1575 53.9553 56.8805 294624 12600
1 -1 1575 53.9553 56.8805 307224 12600
1 -1 1575 53.9553 56.8805 319824 12600
1 -1 1575 53.9553 56.8805 332424 12600
1 -1 1575 53.9553 56.8805 345024 12600
1 -1 1575 53.9553 56.8805 357624 12600
1 -1 1575 53.9553 56.8805 370224 12600
1 -1 1575 53.9553 56.8805 382824 12600
1 -1 1575 53.9553 56.8805 395424 12600
1 -1 1575 53.9553 56.8805 408024 12600
1 -1 1575 53.9553 56.8805 420624 12600
1 -1 1575 53.9553 56.8805 433224 12600
1 -1 1575 53.9553 56.8805 445824 12600
1 -1 1575 53.9553 56.8805 458424 12600
1 -1 1575 53.9553 56.8805 471024 12600
1 -1 1575 53.9553 56.8805 483624 12600
1 -1 1575 53.9553 56.8805 496224 12600
1 -1 1575 53.9553 56.8805 508824 12600
1 -1 1575 53.9553 56.8805 521424 12600
1 -1 1575 53.9553 56.8805 534024 12600
1 -1 1575 53.9553 56.8805 546624 12600
1 -1 1575 53.9553 56.8805 559224 12600
1 -1 1575 53.9553 56.8805 571824 12600
1 -1 1575 53.9553 56.8805 584424 12600
1 -1 1575 53.9553 56.8805 597024 12600
1 -1 1611 51.2199 57.2297 609624 12888
1 -1 1611 51.2199 57.2297 622512 12888
1 -1 1611 51.2199 57.2297 635400 12888
1 -1 1611 51.2199 57.2297 648288 12888
1 -1 1611 51.2199 57.2297 661176 12888
1 -1 1611 51.2199 57.2297 674064 12888
1 -1 1611 51.2199 57.2297 686952 12888
1 -1 1611 51.2199 57.2297 699840 12888
1 -1 1611 51.2199 57.2297 712728 12888
1 -1 1611 51.2199 57.2297 725616 12888
1 -1 1611 51.2199 57.2297 738504 12888
1 -1 1611 51.2199 57.2297 751392 12888
1 -1 1611 51.2199 57.2297 764280 12888
1 -1 1611 51.2199 57.2297 777168 12888
1 -1 1611 51.2199 57.2297 790056 12888
1 -1 1611 51.2199 57.2297 802944 12888
1 -1 1611 51.2199 57.2297 815832 12888
1 -1 1611 51.2199 57.2297 828720 12888
1 -1 1611 51.2199 57.2297 841608 12888
1 -1 1611 51.2199 57.2297 854496 12888
1 -1 1611 51.2199 57.2297 867384 12888
1 -1 1611 51.2199 57.2297 880272 12888
1 -1 1611 51.2199 57.2297 893160 12888
1 -1 1611 51.2199 57.2297 906048 12888
1 -1 1611 51.2199 57.2297 918936 12888
1 -1 1611 51.2199 57.2297 931824 12888
1 -1 1611 51.2199 57.2297 944712 12888
1 -1 1611 51.2199 57.2297 957600 12888
1 -1 1611 51.2199 57.2297 970488 12888
1 -1 1611 51.2199 57.2297 983376 12888
1 -1 1611 51.2199 57.2297 996264 12888
1 -1 1611 51.2199 57.2297 1009152 12888
1 -1 1611 51.2199 57.2297 1022040 12888
1 -1 1611 51.2199 57.2297 1034928 12888
1 -1 1611 51.2199 57.2297 1047816 12888
1 -1 1611 51.2199 57.2297 1060704 12888
1 -1 1611 51.2199 57.2297 1073592 12888
1 -1 1611 51.2199 57.2297 1086480 12888
1 -1 1611 51.2199 57.2297 1099368 12888
1 -1 1611 51.2199 57.2297 1112256 12888
1 -1 1611 51.2199 57.2297 1125144 12888
1 -1 1611 51.2199 57.2297 1138032 12888
1 -1 1611 51.2199 57.2297 1150920 12888
1 -1 1611 51.2199 57.2297 1163808 12888
1 -1 1611 51.2199 57.2297 1176696 12888
1 -1 1611 51.2199 57.2297 1189584 12888
1 -1 1611 51.2199 57.2297 1202472 12888
1 -1 1611 51.2199 57.2297 1215360 12888
1 -1 1611 51.2199 57.2297 1228248 12888
1 -1 1611 51.2199 57.2297 1241136 12888
1 -1 1611 51.2199 57.2297 1254024 12888
1 -1 1611 51.2199 57.2297 1266912 12888
1 -1 1611 51.2199 57.2297 1279800 12888
1 -1 1611 51.2199 57.2297 1292688 12888
1 -1 1611 51.2199 57.2297 1305576 12888
1 -1 115 60.7338 61.4839 1318464 920
1 -1 115 60.7338 61.4839 1319384 920
1 -1 903 58.5518 62.2953 1320304 7224
1 -1 903 58.5518 62.2953 1327528 7224
1 -1 903 58.5518 62.2953 1334752 7224
1 -1 903 58.5518 62.2953 1341976 7224
1 -1 903 58.5518 62.2953 1349200 7224
1 -1 82 58.6096 58.8949 1356424 656
1 -1 82 58.6096 58.8949 1357080 656
1 -1 82 58.6096 58.8949 1357736 656
1 -1 82 58.6096 58.8949 1358392 656
1 -1 82 58.6096 58.8949 1359048 656
1 -1 82 58.6096 58.8949 1359704 656
1 -1 82 58.6096 58.8949 1360360 656
1 -1 82 58.6096 58.8949 1361016 656
1 -1 82 58.6096 58.8949 1361672 656
1 -1 110 62.722 64.3651 1362328 880
1 -1 399 58.3901 61.0005 1363208 3192
1 -1 399 58.3901 61.0005 1366400 3192
1 -1 399 58.3901 61.0005 1369592 3192
1 -1 399 58.3901 61.0005 1372784 3192
1 -1 399 58.3901 61.0005 1375976 3192
1 -1 399 58.3901 61.0005 1379168 3192
1 -1 399 58.3901 61.0005 1382360 3192
1 -1 884 64.2579 65.4545 1385552 7072
1 -1 1663 57.0137 59.4106 1392624 13304
1 -1 1663 57.0137 59.4106 1405928 13304
1 -1 1663 57.0137 59.4106 1419232 13304
